director_name,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,genres,actor_1_name,movie_title,cast_total_facebook_likes,actor_3_name,language,country,content_rating,budget,actor_2_facebook_likes
Mennan Yapo,96.0,9.0,107.0,Amber Valletta,826.0,Drama|Mystery|Thriller,Nia Long,Premonition ,1825,Marc Macaulay,English,USA,PG-13,20000000.0,626.0
Jun Falkenstein,77.0,25.0,16.0,John Fiedler,304.0,Animation|Comedy|Drama|Family|Musical,Kath Soucie,The Tigger Movie ,575,Ken Sansom,English,USA,G,30000000.0,253.0
Boaz Yakin,111.0,132.0,455.0,Joseph Julian Soria,1000.0,Adventure|Family,Jay Hernandez,Max ,2851,Edgar Arreola,English,USA,PG,20000000.0,465.0
Jason Friedberg,93.0,82.0,729.0,Carmen Electra,926.0,Adventure|Comedy,David Carradine,Epic Movie ,4293,Fred Willard,English,USA,PG-13,20000000.0,869.0
John Milius,129.0,468.0,183.0,Mako,919.0,Adventure|Fantasy,William Smith,Conan the Barbarian ,2024,Sandahl Bergman,English,USA,R,20000000.0,691.0
Tom McCarthy,128.0,310.0,77.0,Jamey Sheridan,745.0,Biography|Crime|Drama|History,Billy Crudup,Spotlight ,1058,Brian d'Arcy James,English,USA,R,20000000.0,168.0
Neil LaBute,110.0,119.0,332.0,Justin Chambers,1000.0,Crime|Drama|Thriller,Jay Hernandez,Lakeview Terrace ,2382,Robert Pine,English,USA,PG-13,22000000.0,931.0
Kevin Rodney Sullivan,124.0,8.0,232.0,James Pickens Jr.,508.0,Comedy|Drama|Romance,Richard Lawson,How Stella Got Her Groove Back ,1660,Barry Shabaka Henley,English,USA,R,20000000.0,270.0
Gary Nelson,98.0,20.0,160.0,Maximilian Schell,889.0,Action|Sci-Fi,Robert Forster,The Black Hole ,2110,Yvette Mimieux,English,USA,PG,20000000.0,877.0
Anton Corbijn,105.0,210.0,101.0,Thekla Reuten,978.0,Crime|Drama|Thriller,Violante Placido,The American ,1454,Filippo Timi,English,USA,R,20000000.0,191.0
Gregory Nava,127.0,16.0,399.0,Constance Marie,565.0,Biography|Drama|Music,Jon Seda,Selena ,1735,Jacob Vargas,English,USA,PG,20000000.0,441.0
Jason Friedberg,82.0,82.0,354.0,Dave Foley,759.0,Comedy,Diedrich Bader,Vampires Suck ,2898,Anneliese van der Pol,English,USA,PG-13,20000000.0,401.0
Trey Parker,98.0,406.0,406.0,Maurice LaMarche,860.0,Action|Comedy,Jeremy Shada,Team America: World Police ,2609,Trey Parker,English,USA,R,30000000.0,523.0
John Luessenhop,92.0,34.0,322.0,Keram Malicki-Sánchez,383.0,Horror|Thriller,Gunnar Hansen,Texas Chainsaw 3D ,1945,Shaun Sipos,English,USA,R,11000000.0,333.0
Kevin Reynolds,107.0,58.0,47.0,Jan Cornet,141.0,Action|Adventure|Drama|Mystery,Peter Firth,Risen ,389,María Botto,English,USA,PG-13,20000000.0,76.0
Steve Beck,91.0,17.0,78.0,Ron Eldard,534.0,Horror,Isaiah Washington,Ghost Ship ,1083,Francesca Rettondini,English,USA,R,35000000.0,385.0
Todd Strauss-Schulson,90.0,12.0,587.0,Thomas Lennon,786.0,Adventure|Comedy,Patton Oswalt,A Very Harold & Kumar 3D Christmas ,2462,Paula Garcés,English,USA,R,19000000.0,651.0
John Madden,113.0,108.0,22.0,Jesper Christensen,1000.0,Drama|Thriller,Tom Wilkinson,The Debt ,1136,Romi Aboulafia,English,USA,R,20000000.0,100.0
Stephen Frears,113.0,350.0,619.0,Lili Taylor,1000.0,Comedy|Drama|Music|Romance,Drake Bell,High Fidelity ,3141,Lisa Bonet,English,UK,R,20000000.0,960.0
Eric Valette,87.0,2.0,270.0,Jason Beghe,741.0,Horror|Mystery,Johnny Lewis,One Missed Call ,1834,Margaret Cho,English,Japan,PG-13,27000000.0,297.0
John Schlesinger,101.0,154.0,497.0,Beverly D'Angelo,1000.0,Crime|Drama|Thriller,Joe Mantegna,Eye for an Eye ,3174,Philip Baker Hall,English,USA,R,20000000.0,816.0
Andrew Fleming,99.0,26.0,650.0,Laura Harring,720.0,Comedy|Crime|Family|Mystery|Romance|Thriller,Kay Panabaker,Nancy Drew ,3327,Tate Donovan,English,USA,PG,20000000.0,669.0
Michael Spierig,98.0,35.0,16.0,Damien Garvey,125.0,Action|Horror|Sci-Fi|Thriller,Jay Laga'aia,Daybreakers ,189,Tiffany Lamb,English,Australia,R,20000000.0,37.0
William Brent Bell,75.0,19.0,806.0,Frankie Muniz,1000.0,Horror|Thriller,Adam Goldberg,Stay Alive ,3590,Samaire Armstrong,English,USA,PG-13,9000000.0,934.0
Anthony Bell,90.0,0.0,518.0,Larry Miller,681.0,Adventure|Animation|Comedy|Family|Romance,Kevin Sussman,Alpha and Omega ,2486,Christine Lakin,English,USA,PG,20000000.0,611.0
Renny Harlin,97.0,212.0,637.0,Kyle Schmid,960.0,Action|Fantasy|Horror|Thriller,Laura Ramsey,The Covenant ,3261,Toby Hemingway,English,USA,PG-13,20000000.0,917.0
Henry Joost,96.0,24.0,374.0,Marc John Jefferies,646.0,Adventure|Crime|Mystery|Sci-Fi|Thriller,Samira Wiley,Nerve ,1780,Emily Meade,English,USA,PG-13,20000000.0,441.0
Howard Deutch,112.0,41.0,490.0,Taran Killam,1000.0,Comedy|Romance,Dane Cook,My Best Friend's Girl ,3301,Riki Lindhome,English,USA,R,40000000.0,500.0
Garry Marshall,113.0,0.0,949.0,Zachary Gordon,995.0,Comedy|Drama,Hector Elizondo,Georgia Rule ,4039,Jane Fonda,English,USA,R,20000000.0,975.0
Steve Rash,98.0,15.0,281.0,Adam Arkin,691.0,Comedy,Mako,Under the Rainbow ,1761,Billy Barty,English,USA,PG,20000000.0,374.0
Mark Steven Johnson,114.0,160.0,271.0,Jan Hooks,1000.0,Comedy|Drama|Family,Oliver Platt,Simon Birch ,1816,Dana Ivey,English,USA,PG,30000000.0,367.0
Todd Phillips,108.0,480.0,579.0,Sarah Silverman,970.0,Comedy,Jon Heder,School for Scoundrels ,4374,Jacinda Barrett,English,USA,PG-13,20000000.0,931.0
Michael J. Bassett,95.0,83.0,206.0,Deborah Kara Unger,991.0,Adventure|Drama|Horror|Mystery|Thriller,Radha Mitchell,Silent Hill: Revelation 3D ,2173,Martin Donovan,English,France,R,20000000.0,494.0
Frank Nissen,68.0,0.0,253.0,Brenda Blethyn,304.0,Animation|Family|Fantasy|Mystery,Kath Soucie,Pooh's Heffalump Movie ,861,John Fiedler,English,USA,G,20000000.0,286.0
Stephen Chow,99.0,0.0,59.0,Chi Ling Chiu,264.0,Action|Comedy|Crime|Fantasy,Shengyi Huang,Kung Fu Hustle ,537,Qiu Yuen,Cantonese,Hong Kong,R,20000000.0,62.0
Marc Forster,128.0,395.0,161.0,Shaun Toub,283.0,Drama,Mustafa Haidari,The Kite Runner ,904,Khalid Abdalla,Dari,USA,PG-13,20000000.0,206.0
Paul Abascal,84.0,2.0,472.0,Tom Hollander,787.0,Action|Crime|Drama|Thriller,Cole Hauser,Paparazzi ,2915,Kelly Carlson,English,USA,PG-13,20000000.0,555.0
Chris Koch,101.0,13.0,499.0,Lochlyn Munro,651.0,Comedy|Romance,Thomas Lennon,A Guy Thing ,2698,James Brolin,English,USA,PG-13,20000000.0,555.0
Amy Heckerling,98.0,143.0,153.0,Robert Miano,302.0,Comedy|Romance,Andy Dick,Loser ,1189,Zak Orth,English,USA,PG-13,20000000.0,216.0
Jason Friedberg,88.0,82.0,329.0,Tony Cox,869.0,Comedy,Carmen Electra,Disaster Movie ,2857,Ike Barinholtz,English,USA,PG-13,25000000.0,624.0
James Mather,95.0,4.0,80.0,Vincent Regan,788.0,Action|Adventure|Sci-Fi|Thriller,Joseph Gilgun,Lockout ,1414,Jacky Ido,English,France,PG-13,20000000.0,447.0
Barry Levinson,99.0,272.0,62.0,Ariel Gade,1000.0,Comedy,Amy Poehler,Envy ,1189,Sam Lerner,English,USA,PG-13,40000000.0,87.0
Michael O. Sajbel,123.0,6.0,85.0,Tiffany Dupont,541.0,Biography|Drama|History,James Callis,One Night with the King ,908,Nimrat Kaur,English,USA,PG,20000000.0,249.0
Walter Hill,94.0,394.0,565.0,Wes Studi,922.0,Action|Crime|Drama|Sport,Fisher Stevens,Undisputed ,2880,Jon Seda,English,USA,R,20000000.0,855.0
David Koepp,102.0,192.0,31.0,Dequina Moore,346.0,Comedy|Drama|Fantasy|Romance,Aasif Mandvi,Ghost Town ,500,Jordan Carlos,English,USA,PG-13,20000000.0,41.0
Renny Harlin,108.0,212.0,347.0,Ashley Scott,969.0,Action|Crime|Thriller,Taylor Cole,12 Rounds ,2799,Nick Gomez,English,USA,PG-13,22000000.0,794.0
Charles T. Kanganis,93.0,18.0,181.0,Dustin Nguyen,400.0,Action|Comedy|Family,Victor Wong,3 Ninjas Kick Back ,1151,Don Stark,English,USA,PG,20000000.0,220.0
James Wan,111.0,0.0,725.0,Kelly Preston,856.0,Action|Crime|Thriller,Aisha Tyler,Death Sentence ,3309,Edi Gathegi,English,USA,R,20000000.0,742.0
Bob Clark,88.0,84.0,177.0,Vanessa Angel,650.0,Comedy|Family|Sci-Fi,Scott Baio,Superbabies: Baby Geniuses 2 ,1343,Peter Wingfield,English,Germany,PG,20000000.0,384.0
Les Mayfield,83.0,10.0,69.0,Susie Essman,688.0,Action|Comedy|Crime,Miguel Ferrer,The Man ,1019,Gigi Rice,English,Germany,PG-13,33000000.0,99.0
Les Mayfield,91.0,10.0,436.0,Will Patton,716.0,Action|Comedy|Crime,Callum Rennie,Code Name: The Cleaner ,2700,Cedric the Entertainer,English,USA,PG-13,20000000.0,537.0
Michael Lembeck,108.0,54.0,463.0,Nia Vardalos,786.0,Comedy|Crime|Music,Debbie Reynolds,Connie and Carla ,2730,Dash Mihok,English,USA,PG-13,20000000.0,567.0
Bob Fosse,154.0,189.0,388.0,Ricardo Montalban,683.0,Comedy|Drama|Music|Musical|Romance,Sammy Davis Jr.,Sweet Charity ,2172,Ben Vereen,English,USA,G,20000000.0,641.0
Paul Thomas Anderson,148.0,0.0,175.0,Katherine Waterston,204.0,Comedy|Crime|Drama|Mystery|Romance,Martin Dew,Inherent Vice ,707,Serena Scott Thomas,English,USA,R,20000000.0,178.0
Dave Borthwick,77.0,3.0,593.0,Kylie Minogue,787.0,Adventure|Animation|Comedy|Family|Fantasy,Jimmy Fallon,Doogal ,2185,Jon Stewart,English,USA,G,20000000.0,690.0
Benson Lee,110.0,9.0,826.0,Caity Lotz,997.0,Drama|Music,Chris Brown,Battle of the Year ,3177,Laz Alonso,English,USA,PG-13,20000000.0,941.0
David Zucker,83.0,119.0,633.0,Geoffrey Arend,885.0,Comedy|Fantasy,Chriss Anglin,An American Carol ,2907,Gary Coleman,English,USA,PG-13,12000000.0,816.0
Glen Morgan,100.0,17.0,86.0,Ty Olsson,669.0,Drama|Horror|Sci-Fi|Thriller,Laura Harring,Willard ,1267,Jackie Burroughs,English,Canada,PG-13,22000000.0,429.0
Fred Wolf,87.0,29.0,522.0,Ashley Scott,1000.0,Adventure|Comedy,Kevin Alejandro,Strange Wilderness ,4218,Jeff Garlin,English,USA,R,20000000.0,794.0
Alejandro Monteverde,106.0,38.0,975.0,Cary-Hiroyuki Tagawa,1000.0,Drama|War,Tom Wilkinson,Little Boy ,5705,Michael Rapaport,English,Mexico,PG-13,20000000.0,1000.0
Jonathan Glazer,100.0,143.0,430.0,Anne Heche,829.0,Drama|Mystery|Romance|Thriller,Cameron Bright,Birth ,2295,Danny Huston,English,USA,R,20000000.0,681.0
J.C. Chandor,125.0,78.0,745.0,Ashley Williams,1000.0,Action|Crime|Drama|Thriller,David Oyelowo,A Most Violent Year ,3979,Albert Brooks,English,USA,R,20000000.0,969.0
Paul Gross,114.0,329.0,544.0,Michael Greyeyes,1000.0,Drama|History|Romance|War,Landon Liboiron,Passchendaele ,3493,Caroline Dhavernas,English,Canada,R,20000000.0,912.0
Marc Abraham,119.0,18.0,9.0,Bill Lake,20.0,Biography|Drama,Dylan Authors,Flash of Genius ,64,Victoria Learn,English,USA,PG-13,20000000.0,18.0
Rian Johnson,114.0,0.0,446.0,Maximilian Schell,975.0,Adventure|Comedy|Drama|Romance,Zachary Gordon,The Brothers Bloom ,3014,Nora Zehetner,English,USA,PG-13,20000000.0,877.0
Jean-Paul Rappeneau,114.0,22.0,413.0,Peter Coyote,572.0,Comedy|Drama|Mystery|Romance|Thriller|War,Isabelle Adjani,Bon voyage ,1776,Virginie Ledoyen,French,France,PG-13,20000000.0,548.0
Nancy Walker,124.0,42.0,161.0,Randy Jones,801.0,Biography|Comedy|Musical,Steve Guttenberg,Can't Stop the Music ,1462,Caitlyn Jenner,English,USA,PG,20000000.0,174.0
John Hillcoat,104.0,214.0,430.0,Noah Taylor,1000.0,Crime|Drama|Western,Ray Winstone,The Proposition ,2129,Danny Huston,English,Australia,R,2000000.0,509.0
Richard Benjamin,80.0,121.0,587.0,Jane Krakowski,836.0,Comedy|Music,Damon Wayans,Marci X ,2467,Paula Garcés,English,USA,R,20000000.0,624.0
Roger Spottiswoode,125.0,55.0,2.0,Guang Li,991.0,Drama|War,Radha Mitchell,The Children of Huang Shi ,1003,Matthew Walker,English,Australia,R,40000000.0,10.0
Matthew Diamond,88.0,12.0,231.0,Garrett Clayton,979.0,Adventure|Family|Fantasy|Musical,Chazz Palminteri,The Oogieloves in the Big Balloon Adventure ,1978,Toni Braxton,English,USA,G,20000000.0,532.0
Kevin Reynolds,107.0,58.0,324.0,Jason Scott Lee,699.0,Action|Adventure|Drama|History|Romance,Esai Morales,Rapa Nui ,1592,Sandrine Holt,English,USA,R,20000000.0,533.0
Kevin Munroe,107.0,14.0,311.0,Laura Spencer,403.0,Action|Comedy|Crime|Fantasy|Horror|Mystery|Sci-Fi|Thriller,Marco St. John,Dylan Dog: Dead of Night ,1577,Anita Briem,English,USA,PG-13,20000000.0,368.0
Daniel Lee,102.0,10.0,60.0,Sammo Kam-Bo Hung,483.0,Action|Drama|History|War,Andy Lau,Three Kingdoms: Resurrection of the Dragon ,1113,Andy On,Mandarin,China,R,25000000.0,472.0
Tom Walsh,98.0,2.0,53.0,Maggie Wheeler,729.0,Animation,Joey D. Vieira,Dwegons and Leprechauns ,1092,Jacqueline Lovell,English,USA,PG,20000000.0,282.0
Mark Rosman,95.0,15.0,528.0,Lin Shaye,1000.0,Comedy|Family|Romance,Dan Byrd,A Cinderella Story ,3092,Julie Gonzalo,English,USA,PG,20000000.0,852.0
Wes Craven,103.0,0.0,157.0,W. Earl Brown,611.0,Horror|Mystery,David Arquette,Scream ,1212,Roger Jackson,English,USA,R,15000000.0,422.0
Steve Beck,91.0,17.0,670.0,Embeth Davidtz,1000.0,Horror,Shannon Elizabeth,Thir13en Ghosts ,3023,F. Murray Abraham,English,USA,R,20000000.0,795.0
Stanley Kubrick,146.0,0.0,413.0,Shelley Duvall,888.0,Drama|Horror,Scatman Crothers,The Shining ,2560,Joe Turkel,English,USA,R,19000000.0,629.0
Robert Zemeckis,116.0,0.0,459.0,Thomas F. Wilson,1000.0,Adventure|Comedy|Sci-Fi,Lea Thompson,Back to the Future ,3230,J.J. Cohen,English,USA,PG,19000000.0,690.0
William Malone,93.0,37.0,545.0,Peter Gallagher,885.0,Horror|Mystery|Thriller,Jeffrey Combs,House on Haunted Hill ,2872,Bridgette Wilson-Sampras,English,USA,R,19000000.0,828.0
Tyler Perry,113.0,0.0,256.0,Mary J. Blige,607.0,Comedy|Drama,Eric Mendenhall,I Can Do Bad All by Myself ,1465,Hope Olaide Wilson,English,USA,PG-13,13000000.0,269.0
Rob Hawk,90.0,97.0,319.0,Erin O'Brien,731.0,Action|Drama,Kari J. Kramer,Fight Valley ,2374,Cabrina Collesides,English,USA,,27000000.0,634.0
Josh Gordon,101.0,8.0,110.0,Scott Elrod,544.0,Comedy|Drama|Romance,Caroline Dhavernas,The Switch ,1292,Kelli Barrett,English,USA,PG-13,19000000.0,449.0
Shawn Levy,95.0,189.0,306.0,David Agranov,500.0,Comedy|Romance,Taran Killam,Just Married ,2020,David Moscow,English,USA,PG-13,18000000.0,308.0
Britt Allcroft,85.0,2.0,402.0,Colm Feore,1000.0,Adventure|Comedy|Drama|Family|Fantasy,Mara Wilson,Thomas and the Magic Railroad ,2429,Peter Fonda,English,UK,G,19000000.0,539.0
Breck Eisner,101.0,42.0,219.0,Glenn Morshower,991.0,Horror|Thriller,Radha Mitchell,The Crazies ,2609,John Aylward,English,USA,R,20000000.0,894.0
Brian Percival,131.0,33.0,326.0,Sophie Nélisse,876.0,Drama|War,Emily Watson,The Book Thief ,1985,Roger Allam,English,USA,PG-13,19000000.0,526.0
Sean Anders,129.0,51.0,630.0,Michael Cudlitz,948.0,Adventure|Comedy|Romance,Katrina Bowden,Sex Drive ,4324,Alice Greczyn,English,USA,R,19000000.0,822.0
Emile Ardolino,92.0,22.0,0.0,Kyra Nichols,2.0,Family|Fantasy|Music,Darci Kistler,The Nutcracker ,2,Margaret Tracey,English,USA,G,19000000.0,0.0
George A. Romero,97.0,0.0,233.0,Shawn Roberts,654.0,Horror,Tony Nappo,Land of the Dead ,1876,Pedro Miguel Arce,English,Canada,R,15000000.0,529.0
Nicholas Stoller,97.0,89.0,329.0,Carla Gallo,920.0,Comedy,Craig Roberts,Neighbors ,2771,Ike Barinholtz,English,USA,R,18000000.0,798.0
Chuck Russell,114.0,55.0,360.0,Amy Yasbeck,789.0,Action|Comedy|Crime|Fantasy,Peter Greene,The Mask ,2085,Reg E. Cathey,English,USA,PG-13,18000000.0,424.0
Larry Charles,82.0,119.0,6.0,Ken Davitian,332.0,Comedy,Luenell,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,505,Chester,English,USA,R,18000000.0,165.0
Scott Derrickson,122.0,301.0,457.0,Colm Feore,1000.0,Drama|Horror|Thriller,Tom Wilkinson,The Exorcism of Emily Rose ,2759,JR Bourne,English,USA,PG-13,20000000.0,539.0
Mike Mitchell,88.0,31.0,489.0,Eddie Griffin,1000.0,Comedy|Romance,Amy Poehler,Deuce Bigalow: Male Gigolo ,2604,Bree Turner,English,USA,R,17000000.0,489.0
Thomas Bezucha,103.0,15.0,172.0,Paul Schneider,723.0,Comedy|Drama|Romance,Craig T. Nelson,The Family Stone ,1615,Tyrone Giordano,English,USA,PG-13,17000000.0,552.0
Kevin Rodney Sullivan,106.0,8.0,521.0,Sean Patrick Thomas,748.0,Comedy|Drama,Harry Lennix,Barbershop 2: Back in Business ,3956,Kenan Thompson,English,USA,PG-13,18000000.0,656.0
Terry Zwigoff,98.0,72.0,566.0,Tony Cox,1000.0,Comedy|Crime|Drama,Bernie Mac,Bad Santa ,3151,Alex Borstein,English,USA,R,18000000.0,624.0
Kirk Jones,94.0,52.0,261.0,Louis Mandylor,567.0,Comedy|Family|Romance,Nia Vardalos,My Big Fat Greek Wedding 2 ,2259,Joey Fatone,English,USA,PG-13,18000000.0,312.0
David Bowers,99.0,42.0,557.0,Rachael Harris,975.0,Comedy|Family,Zachary Gordon,Diary of a Wimpy Kid: Rodrick Rules ,3567,Fran Kranz,English,USA,PG,21000000.0,569.0
John McTiernan,107.0,323.0,794.0,Bill Duke,1000.0,Action|Horror|Sci-Fi,Shane Black,Predator ,4223,Carl Weathers,English,USA,R,15000000.0,1000.0
Audrey Wells,113.0,22.0,148.0,Lindsay Duncan,727.0,Comedy|Drama|Romance,Raoul Bova,Under the Tuscan Sun ,1310,Mario Monicelli,English,USA,PG-13,18000000.0,171.0
Rick Friedberg,81.0,8.0,341.0,Barry Bostwick,844.0,Action|Comedy,Hulk Hogan,Spy Hard ,2653,Nicollette Sheridan,English,USA,PG-13,18000000.0,456.0
Mike Nichols,122.0,0.0,191.0,Bob Balaban,643.0,Comedy|Drama|War,Bob Newhart,Catch-22 ,2032,Martin Balsam,English,USA,R,18000000.0,559.0
Jody Hill,86.0,62.0,59.0,Celia Weston,390.0,Comedy|Crime|Drama,Collette Wolfe,Observe and Report ,727,Dan Bakkedahl,English,USA,R,18000000.0,258.0
Richard Fleischer,103.0,130.0,406.0,Olivia d'Abo,691.0,Action|Adventure|Fantasy,Mako,Conan the Destroyer ,2481,Grace Jones,English,USA,PG,18000000.0,476.0
Barry Levinson,109.0,272.0,124.0,Roger Ashton-Griffiths,155.0,Adventure|Fantasy|Mystery|Thriller,Nicholas Rowe,Young Sherlock Holmes ,605,Freddie Jones,English,USA,PG-13,18000000.0,144.0
Kevin Tancharoen,123.0,64.0,637.0,Kay Panabaker,808.0,Comedy|Drama|Musical|Romance,Kelsey Grammer,Fame ,5734,Megan Mullally,English,USA,PG,18000000.0,720.0
Nicholas Hytner,115.0,13.0,111.0,Susan May Pratt,757.0,Drama|Music|Romance,Amanda Schull,Center Stage ,1201,Ethan Stiefel,English,USA,PG-13,18000000.0,220.0
Chris Columbus,102.0,0.0,529.0,Marie Avgeropoulos,946.0,Comedy|Romance,Alan Ruck,"I Love You, Beth Cooper ",4072,Shawn Roberts,English,Canada,PG-13,18000000.0,800.0
William A. Fraker,98.0,28.0,102.0,Richard Farnsworth,372.0,Action|Adventure|Western,Jason Robards,The Legend of the Lone Ranger ,927,Michael Horse,English,USA,PG,18000000.0,262.0
Brian De Palma,107.0,0.0,101.0,Dennis Franz,517.0,Mystery|Thriller,Nancy Allen,Blow Out ,1067,John McMartin,English,USA,R,18000000.0,376.0
Courtney Solomon,90.0,31.0,179.0,Paul Freeman,210.0,Action|Crime|Thriller,Rebecca Budig,Getaway ,676,Bruce Payne,English,USA,PG-13,18000000.0,193.0
Ang Lee,112.0,0.0,177.0,Kate Burton,805.0,Drama,Joan Allen,The Ice Storm ,1466,Henry Czerny,English,USA,R,18000000.0,223.0
Rob Reiner,94.0,0.0,197.0,Annie Parisse,712.0,Comedy|Drama|Romance,Yaya DaCosta,And So It Goes ,1673,Frankie Valli,English,USA,PG-13,18000000.0,341.0
Jeff Kanew,105.0,6.0,371.0,Shelley Long,723.0,Adventure|Comedy,Craig T. Nelson,Troop Beverly Hills ,2368,Kellie Martin,English,USA,PG,18000000.0,422.0
István Szabó,104.0,109.0,202.0,Shaun Evans,405.0,Comedy|Drama|Romance,Miriam Margolyes,Being Julia ,847,Juliet Stevenson,English,Canada,R,18000000.0,204.0
Adrian Lyne,112.0,213.0,45.0,Karen Young,567.0,Drama|Romance,David Margulies,9½ Weeks ,711,Kim Chan,English,USA,R,17000000.0,67.0
Matthew Robbins,108.0,25.0,94.0,Ralph Richardson,1000.0,Action|Adventure|Fantasy,Ian McDiarmid,Dragonslayer ,1263,Albert Salmi,English,USA,PG,18000000.0,115.0
Michael Hoffman,112.0,97.0,231.0,Kerry Condon,577.0,Biography|Drama|Romance,David Masterson,The Last Station ,1341,Anne-Marie Duff,English,Germany,R,13000000.0,416.0
Sergey Bodrov,126.0,44.0,9.0,Khulan Chuluun,627.0,Adventure|Biography|Drama|History|War,Tadanobu Asano,Mongol: The Rise of Genghis Khan ,653,Honglei Sun,Mongolian,Russia,R,20000000.0,12.0
Hal Needham,99.0,379.0,251.0,Michael Beck,456.0,Action|Sci-Fi,Barry Bostwick,Megaforce ,1356,Henry Silva,English,USA,PG,20000000.0,278.0
Kenneth Branagh,150.0,0.0,401.0,Brian Blessed,597.0,Drama,Julie Christie,Hamlet ,1645,Richard Briers,English,UK,PG-13,18000000.0,591.0
Michael Haneke,144.0,0.0,16.0,Burghart Klaußner,63.0,Drama|Mystery,Ulrich Tukur,The White Ribbon ,167,Leonie Benesch,German,Germany,R,12000000.0,43.0
Mike Marvin,93.0,28.0,415.0,Randy Quaid,1000.0,Action|Horror|Romance|Sci-Fi|Thriller,Clint Howard,The Wraith ,2319,Nick Cassavetes,English,USA,R,2700000.0,695.0
D.J. Caruso,103.0,154.0,576.0,Meat Loaf,1000.0,Crime|Drama|Mystery|Thriller,Adam Goldberg,The Salton Sea ,4094,Anthony LaPaglia,English,USA,R,18000000.0,783.0
Gregor Jordan,98.0,34.0,394.0,Brad Renfro,663.0,Crime|Drama|Thriller,Austin Nichols,The Informers ,2215,Lou Taylor Pucci,English,Germany,R,18000000.0,551.0
Tran Anh Hung,114.0,157.0,32.0,Simón Andreu,84.0,Thriller,Takuya Kimura,I Come with the Rain ,198,Shawn Yue,English,France,Not Rated,18000000.0,35.0
Lance Hool,121.0,0.0,353.0,Joaquim de Almeida,854.0,Action|Drama|History|Romance|War|Western,Tom Berenger,One Man's Hero ,2705,Mark Moses,English,Spain,R,11350000.0,578.0
George A. Romero,87.0,0.0,83.0,John Amplas,1000.0,Horror,Greg Nicotero,Day of the Dead ,1592,Joseph Pilato,English,USA,Unrated,3500000.0,177.0
Chuck Russell,92.0,55.0,757.0,Rebecca De Mornay,1000.0,Action|Crime|Drama|Thriller,Sam Trammell,I Am Wrath ,3212,Amanda Schull,English,USA,R,18000000.0,872.0
Christian Volckman,105.0,2.0,69.0,Catherine McCormack,805.0,Action|Animation|Sci-Fi|Thriller,Romola Garai,Renaissance ,1185,Kevork Malikyan,English,France,R,14000000.0,306.0
Richard Fleischer,89.0,130.0,183.0,Brigitte Nielsen,444.0,Action|Adventure|Fantasy,Ernie Reyes Jr.,Red Sonja ,1243,Sandahl Bergman,English,Netherlands,PG-13,17900000.0,312.0
Jon M. Chu,98.0,209.0,129.0,Mari Koda,158.0,Drama|Music|Musical|Romance,Cassie Ventura,Step Up 2: The Streets ,816,Luis Rosado,English,USA,PG-13,23000000.0,152.0
Xavier Gens,94.0,87.0,280.0,Dougray Scott,866.0,Action|Crime|Drama|Thriller,Henry Ian Cusick,Hitman ,2124,Ulrich Thomsen,English,France,R,24000000.0,794.0
Kasi Lemmons,93.0,148.0,170.0,Mary J. Blige,549.0,Drama|Family|Music|Musical,Jennifer Hudson,Black Nativity ,1373,Vondie Curtis-Hall,English,USA,PG,17500000.0,269.0
Matt Dillon,116.0,0.0,50.0,Shawn Andrews,109.0,Crime|Drama|Thriller,Kirk Fox,City of Ghosts ,245,Rob Campbell,English,USA,R,17500000.0,67.0
Alejandro Amenábar,101.0,448.0,83.0,Elaine Cassidy,482.0,Fantasy|Horror|Thriller,Fionnula Flanagan,The Others ,956,Eric Sykes,English,USA,PG-13,17000000.0,203.0
Luke Greenfield,104.0,42.0,613.0,Damon Wayans Jr.,839.0,Comedy,Rob Riggle,Let's Be Cops ,3627,James D'Arcy,English,USA,R,17000000.0,756.0
John Hoffman,87.0,9.0,503.0,Molly Shannon,818.0,Comedy|Drama|Family|Fantasy|Sci-Fi,Liam Aiken,Good Boy! ,2164,Kevin Nealon,English,USA,PG,17000000.0,636.0
Malcolm D. Lee,123.0,92.0,849.0,Sanaa Lathan,1000.0,Comedy|Drama,Harold Perrineau,The Best Man Holiday ,5306,Eddie Cibrian,English,USA,R,17000000.0,886.0
Kevin Greutert,90.0,52.0,298.0,Gina Holden,723.0,Horror|Mystery,Costas Mandylor,Saw 3D: The Final Chapter ,1978,Betsy Russell,English,Canada,R,20000000.0,346.0
Michael Lehmann,96.0,36.0,486.0,Vinessa Shaw,1000.0,Comedy|Romance,Emmanuelle Vaugier,40 Days and 40 Nights ,3294,Paulo Costanzo,English,USA,R,17000000.0,580.0
Alexandre Aja,108.0,192.0,580.0,Greg Nicotero,1000.0,Horror,Dan Byrd,The Hills Have Eyes ,4500,Vinessa Shaw,English,USA,R,15000000.0,1000.0
Sam Weisman,98.0,39.0,428.0,Jenna Boyd,593.0,Comedy,Kevin Grevioux,Dickie Roberts: Former Child Star ,2713,Mary McCormack,English,USA,PG-13,17000000.0,517.0
Niki Caro,129.0,51.0,89.0,Valente Rodriguez,427.0,Biography|Drama|Sport,Morgan Saylor,"McFarland, USA ",952,Diana Maria Riva,English,USA,PG,17000000.0,234.0
