director_name,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,genres,actor_1_name,movie_title,cast_total_facebook_likes,actor_3_name,language,country,content_rating,budget,actor_2_facebook_likes,num_critic_for_reviews,gross,num_voted_users,num_user_for_reviews,imdb_score,movie_facebook_likes,genre_Drama,genre_Comedy,genre_Romance,genre_Thriller,genre_Crime,genre_Action,genre_Adventure,genre_Horror,genre_Family,genre_Fantasy,genre_other,profit,pop_est,gdp_md,actor_1_degree,actor_1_closeness,actor_1_betweenness,actor_2_degree,actor_2_closeness,actor_2_betweenness,actor_3_degree,actor_3_closeness,actor_3_betweenness
Damien Dante Wayans,88.0,82.0,571.0,Essence Atkins,756.0,"['Action', 'Comedy', 'Music']",Damon Wayans Jr.,Dance Flick ,4378,Chris Elliott,English,USA,PG-13,25000000.0,713.0,83.0,25615792,10161,50.0,3.5,657,False,True,False,False,False,True,False,False,False,False,True,615792.0,328239523.0,21433226.0,2.0,0.0532304710422644,0.0,4.0,0.05323973173660022,0.0009108218079194332,4.0,0.05929509359077272,0.0018185508422975442
Simon Wincer,92.0,23.0,162.0,Paul Hogan,460.0,"['Adventure', 'Comedy', 'Crime']",Jere Burns,Crocodile Dundee in Los Angeles ,1315,Linda Kozlowski,English,Australia,PG,21150000.0,442.0,71.0,25590119,19699,119.0,4.8,387,False,True,False,False,True,False,True,False,False,False,False,4440119.0,25364307.0,1396567.0,2.0,0.0011721611721611722,0.0,4.0,0.0017582417582417582,1.546386770661177e-06,2.0,0.0011721611721611722,0.0
Nigel Cole,107.0,13.0,165.0,Tyrone Giordano,618.0,"['Comedy', 'Drama', 'Romance']",Aimee Garcia,A Lot Like Love ,1095,James Read,English,USA,PG-13,30000000.0,172.0,112.0,21835784,58297,161.0,6.6,0,True,True,True,False,False,False,False,False,False,False,False,-8164216.0,328239523.0,21433226.0,6.0,0.0028131868131868135,7.731933853305885e-06,2.0,0.0017582417582417582,0.0,2.0,0.0017582417582417582,0.0
Don Michael Paul,98.0,70.0,223.0,Nia Peeples,462.0,"['Action', 'Crime', 'Thriller']",Claudia Christian,Half Past Dead ,1855,Tony Plana,English,Germany,PG-13,13000000.0,444.0,58.0,15361537,12263,132.0,4.6,564,False,False,False,True,True,True,False,False,False,False,False,2361537.0,83132799.0,3861123.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
Paul Feig,90.0,176.0,825.0,Rob Riggle,931.0,"['Adventure', 'Comedy', 'Family', 'Romance']",Tyler James Williams,Unaccompanied Minors ,4431,B.J. Novak,English,USA,PG,26000000.0,839.0,73.0,16647384,8398,56.0,5.1,498,False,True,True,False,False,False,True,False,True,False,False,-9352616.0,328239523.0,21433226.0,4.0,0.05614567067644767,0.002723187103134333,4.0,0.06287046287046288,0.003624730590429799,2.0,0.05611478463775155,0.0
James Bridges,107.0,21.0,418.0,Phoebe Cates,967.0,['Drama'],Dianne Wiest,"Bright Lights, Big City ",3067,Swoosie Kurtz,English,USA,R,25000000.0,767.0,28.0,16118077,5817,37.0,5.6,377,True,False,False,False,False,False,False,False,False,False,False,-8881923.0,328239523.0,21433226.0,6.0,0.06622418914130665,0.0026958721452473118,2.0,0.05873742380460232,0.0,2.0,0.05873742380460232,0.0
Carter Smith,93.0,27.0,49.0,Jonathan Tucker,960.0,['Horror'],Laura Ramsey,The Ruins ,1749,Sergio Calderón,English,USA,R,8000000.0,664.0,233.0,17427926,60062,351.0,5.9,0,False,False,False,False,False,False,False,True,False,False,False,9427926.0,328239523.0,21433226.0,4.0,0.0017582417582417582,1.546386770661177e-06,2.0,0.0011721611721611722,0.0,2.0,0.0011721611721611722,0.0
Wes Craven,107.0,0.0,255.0,Emily Meade,798.0,"['Horror', 'Mystery', 'Thriller']",Frank Grillo,My Soul to Take ,2537,Zena Grey,English,USA,R,25000000.0,374.0,160.0,14637490,16411,136.0,4.8,0,False,False,False,True,False,False,False,True,False,False,True,-10362510.0,328239523.0,21433226.0,6.0,0.00358974358974359,2.164941478925648e-05,4.0,0.002692307692307692,9.278320623967061e-06,2.0,0.0025339366515837103,0.0
Ringo Lam,101.0,17.0,218.0,Zach Grenier,900.0,"['Action', 'Crime', 'Mystery', 'Romance', 'Thriller']",Natasha Henstridge,Maximum Risk ,1634,Paul Ben-Victor,English,USA,R,25000000.0,246.0,50.0,14095303,15814,68.0,5.4,503,False,False,True,True,True,True,False,False,False,False,True,-10904697.0,328239523.0,21433226.0,4.0,0.05317497446081287,0.0009108218079194332,4.0,0.059180425067100764,0.004523181304183943,4.0,0.05319346045923484,0.002723187103134333
Bruce McCulloch,85.0,54.0,455.0,Megan Mullally,985.0,"['Comedy', 'Crime']",Martin Starr,Stealing Harvard ,3065,Chris Penn,English,USA,PG-13,25000000.0,637.0,52.0,13973532,11211,92.0,5.1,215,False,True,False,False,True,False,False,False,False,False,False,-11026468.0,328239523.0,21433226.0,2.0,0.05935835089166483,0.0,4.0,0.06414210396604025,0.001378814262864249,4.0,0.06306480742338548,0.00127792265123008
David R. Ellis,90.0,160.0,852.0,Joel David Moore,963.0,"['Horror', 'Thriller']",Chris Zylka,Shark Night 3D ,4952,Katharine McPhee,English,USA,PG-13,25000000.0,936.0,231.0,18860403,20823,130.0,4.0,0,False,False,False,True,False,False,False,True,False,False,False,-6139597.0,328239523.0,21433226.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
Alan Parker,145.0,317.0,70.0,Devon Murray,876.0,['Drama'],Emily Watson,Angela's Ashes ,1282,Pauline McLynn,English,USA,R,25000000.0,219.0,99.0,13038660,16995,163.0,7.3,0,True,False,False,False,False,False,False,False,False,False,False,-11961340.0,328239523.0,21433226.0,2.0,0.0011721611721611722,0.0,2.0,0.0011721611721611722,0.0,4.0,0.0017582417582417582,1.546386770661177e-06
Patricia Riggen,127.0,36.0,399.0,James Brolin,562.0,"['Biography', 'Drama', 'History']",Marco Treviño,The 33 ,2230,Jacob Vargas,English,Chile,PG-13,26000000.0,499.0,120.0,12188642,21098,56.0,6.9,0,True,False,False,False,False,False,False,False,False,False,True,-13811358.0,18952038.0,282318.0,2.0,0.06773394821203588,0.0,8.0,0.07537487143398473,0.004963368927038502,10.0,0.07247412149721208,0.0055632273778929145
Craig R. Baxley,88.0,22.0,120.0,Sam McMurray,174.0,"['Action', 'Crime', 'Drama', 'Thriller']",Brian Bosworth,Stone Cold ,583,Richard Gant,English,USA,R,17000000.0,132.0,27.0,9286314,4972,62.0,5.9,0,True,False,False,True,True,True,False,False,False,False,False,-7713686.0,328239523.0,21433226.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
Marcos Siega,95.0,32.0,324.0,Nick Cannon,843.0,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",Cheech Marin,Underclassman ,2165,Kaylee DeFer,English,USA,PG-13,25000000.0,593.0,31.0,5654777,4875,26.0,4.1,206,True,True,False,True,True,True,False,False,False,False,False,-19345223.0,328239523.0,21433226.0,10.0,0.08649575410457265,0.016022923442455324,4.0,0.07557964386811016,0.0027778062060876915,2.0,0.07454859391521998,0.0
J.B. Rogers,95.0,6.0,248.0,Chris Klein,849.0,"['Comedy', 'Romance']",Eddie Cibrian,Say It Isn't So ,2413,Jack Plotnick,English,USA,R,25000000.0,841.0,87.0,5516708,11375,91.0,4.9,295,False,True,True,False,False,False,False,False,False,False,False,-19483292.0,328239523.0,21433226.0,6.0,0.06477341052428363,0.006721039322810899,6.0,0.06127792911933881,0.004916767238290042,2.0,0.05887868745011603,0.0
Jeffrey W. Byrd,95.0,2.0,807.0,Loretta Devine,927.0,"['Comedy', 'Crime']",Donald Faison,King's Ransom ,4990,Regina Hall,English,USA,PG-13,15000000.0,912.0,23.0,4006906,3229,20.0,4.1,83,False,True,False,False,True,False,False,False,False,False,False,-10993094.0,328239523.0,21433226.0,8.0,0.08312426402878666,0.008126031752261918,8.0,0.0858045641446735,0.006992427929223937,4.0,0.07724901628725939,0.0006618120094880809
Fernando Meirelles,121.0,353.0,18.0,Joe Pingue,45.0,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",Don McKellar,Blindness ,142,Yûsuke Iseya,English,Canada,R,25000000.0,30.0,229.0,3073392,59462,300.0,6.6,0,True,False,False,True,False,False,False,False,False,False,True,-21926608.0,37589262.0,1736425.0,4.0,0.001978021978021978,3.092773541322354e-06,2.0,0.0013186813186813187,0.0,2.0,0.0013186813186813187,0.0
Richard Linklater,107.0,0.0,240.0,Aidan McArdle,962.0,['Drama'],Zoe Kazan,Me and Orson Welles ,1591,James Tupper,English,UK,PG-13,25000000.0,266.0,160.0,1186957,9264,69.0,6.8,0,True,False,False,False,False,False,False,False,False,False,False,-23813043.0,66834405.0,2829108.0,4.0,0.06013991903743304,0.0009108218079194332,2.0,0.05390083276476936,0.0,2.0,0.05390083276476936,0.0
Guillaume Canet,134.0,0.0,92.0,Benoît Magimel,541.0,"['Comedy', 'Drama']",François Cluzet,Little White Lies ,890,Gilles Lellouche,French,France,Not Rated,25000000.0,173.0,118.0,183662,18395,48.0,7.1,0,True,True,False,False,False,False,False,False,False,False,False,-24816338.0,67059887.0,2715518.0,4.0,0.048698596120620316,0.0009108218079194332,2.0,0.04452524050952685,0.0,2.0,0.04452524050952685,0.0
Taylor Hackford,117.0,138.0,416.0,Bai Ling,908.0,"['Comedy', 'Drama', 'Romance', 'Sport']",Scout Taylor-Compton,Love Ranch ,3204,Gil Birmingham,English,USA,R,25000000.0,581.0,49.0,134904,2395,17.0,5.7,636,True,True,True,False,False,False,False,False,False,False,True,-24865096.0,328239523.0,21433226.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
Teddy Chan,100.0,3.0,55.0,Charlie Yeung,79.0,"['Action', 'Drama']",Siu-Wong Fan,Kung Fu Killer ,285,Wai-Keung Lau,Cantonese,China,,25000000.0,68.0,65.0,129115,5900,26.0,6.5,0,True,False,False,False,False,True,False,False,False,False,False,-24870885.0,1397715000.0,14342903.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
Herbert Ross,107.0,71.0,304.0,Chris Penn,967.0,"['Drama', 'Music', 'Romance']",Dianne Wiest,Footloose ,1962,Lori Singer,English,USA,PG,8200000.0,455.0,60.0,80000000,51459,113.0,6.5,0,True,False,True,False,False,False,False,False,False,False,True,71800000.0,328239523.0,21433226.0,6.0,0.06622418914130665,0.0026958721452473118,4.0,0.06306480742338548,0.00127792265123008,4.0,0.0632276814094996,0.002029549757332533
George Gallo,88.0,269.0,384.0,Eddie Griffin,1000.0,"['Action', 'Comedy', 'Crime', 'Thriller']",Daniel Roebuck,Double Take ,2557,Garcelle Beauvais,English,USA,PG-13,24000000.0,489.0,45.0,20218,5431,50.0,5.3,204,False,True,False,True,True,True,False,False,False,False,False,-23979782.0,328239523.0,21433226.0,4.0,0.07883100927923185,0.004133391374241627,10.0,0.08721059504758565,0.009875218546270784,2.0,0.07630519337289067,0.0
Tim Hill,87.0,25.0,611.0,F. Murray Abraham,1000.0,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Music', 'Sci-Fi']",Josh Charles,Muppets from Space ,3243,David Arquette,English,USA,G,24000000.0,670.0,70.0,16290976,14637,100.0,6.2,619,False,True,False,False,False,False,True,False,True,True,True,-7709024.0,328239523.0,21433226.0,2.0,0.06851493966684832,0.0,2.0,0.06851493966684832,0.0,8.0,0.07892249594377254,0.005052269350442228
Brian Robbins,107.0,48.0,940.0,Ellen Albertini Dow,1000.0,"['Comedy', 'Sport']",Oliver Platt,Ready to Rumble ,4971,Martin Landau,English,USA,PG-13,24000000.0,957.0,51.0,12372410,11709,101.0,5.3,650,False,True,False,False,False,False,False,False,False,False,True,-11627590.0,328239523.0,21433226.0,12.0,0.08259702510714657,0.013757745454000946,2.0,0.0712673446720955,0.0,2.0,0.0712673446720955,0.0
Ron Shelton,124.0,41.0,197.0,Robert Wagner,512.0,"['Comedy', 'Drama', 'Sport']",Willie Garson,Play It to the Bone ,1523,Lolita Davidovich,English,USA,R,24000000.0,481.0,73.0,8427204,10100,59.0,5.4,153,True,True,False,False,False,False,False,False,False,False,True,-15572796.0,328239523.0,21433226.0,4.0,0.06541726764043994,0.0009108218079194332,2.0,0.0581017615382529,0.0,2.0,0.0581017615382529,0.0
Richard Williams,80.0,18.0,73.0,Kenneth Williams,742.0,"['Action', 'Adventure', 'Animation', 'Comedy', 'Fantasy']",Donald Pleasence,The Princess and the Cobbler ,1088,Clive Revill,English,UK,G,28000000.0,83.0,10.0,669276,2541,47.0,7.2,408,False,True,False,False,False,True,True,False,False,True,True,-27330724.0,66834405.0,2829108.0,12.0,0.060978774140077324,0.008872409354128166,2.0,0.054573692023535986,0.0,2.0,0.054573692023535986,0.0
Michael Dinner,88.0,12.0,249.0,Dan Hedaya,327.0,"['Comedy', 'Crime']",Seymour Cassel,The Crew ,1509,Lainie Kazan,English,USA,PG-13,23000000.0,281.0,53.0,13019253,3914,47.0,5.6,153,False,True,False,False,True,False,False,False,False,False,False,-9980747.0,328239523.0,21433226.0,8.0,0.06820191174993939,0.0026904084872422574,4.0,0.069408477664318,0.0015693897620018972,2.0,0.06360880856827646,0.0
Joseph Sargent,92.0,114.0,434.0,Mario Van Peebles,912.0,"['Adventure', 'Horror', 'Thriller']",Judith Barsi,Jaws: The Revenge ,2355,Lynn Whitfield,English,USA,PG-13,23000000.0,535.0,80.0,20763013,30840,383.0,2.8,0,False,False,False,True,False,False,True,True,False,False,False,-2236987.0,328239523.0,21433226.0,2.0,0.07024491633696271,0.0,6.0,0.07475802565579041,0.0068125225365214875,4.0,0.07732709488868682,0.0060327602483652345
Fred Durst,94.0,258.0,424.0,Dash Mihok,721.0,"['Biography', 'Comedy', 'Drama', 'Family', 'Sport']",Tasha Smith,The Longshots ,2453,Garrett Morris,English,USA,PG,23000000.0,463.0,47.0,11508423,3174,19.0,5.1,376,True,True,False,False,False,False,False,False,True,False,True,-11491577.0,328239523.0,21433226.0,2.0,0.07775936425409175,0.0,10.0,0.08570843804004426,0.015876615275322088,4.0,0.0854809994474799,0.0059701689028140905
Simon Wincer,98.0,23.0,982.0,Tia Carrere,1000.0,"['Action', 'Crime', 'Drama', 'Thriller', 'Western']",Vanessa Williams,Harley Davidson and the Marlboro Man ,3671,Don Johnson,English,USA,R,23000000.0,1000.0,30.0,7434726,14473,81.0,6.0,0,True,False,False,True,True,True,False,False,False,False,True,-15565274.0,328239523.0,21433226.0,8.0,0.08825435559393743,0.006795458697965365,6.0,0.08041570832268508,0.002827420168166488,6.0,0.0864713133715677,0.008494992938208244
Anne Fontaine,111.0,105.0,64.0,Benoît Poelvoorde,527.0,"['Biography', 'Drama']",Alessandro Nivola,Coco Before Chanel ,735,Marie Gillain,French,France,PG-13,19430000.0,86.0,165.0,6109075,32003,65.0,6.7,0,True,False,False,False,False,False,False,False,False,False,True,-13320925.0,67059887.0,2715518.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
Stephen Frears,100.0,350.0,30.0,Iben Hjejle,201.0,"['Comedy', 'Drama', 'Romance']",Tom Burke,Chéri ,365,Gaye Brown,English,UK,R,23000000.0,123.0,155.0,2708188,8924,43.0,6.2,0,True,True,True,False,False,False,False,False,False,False,False,-20291812.0,66834405.0,2829108.0,4.0,0.001978021978021978,3.092773541322354e-06,2.0,0.0013186813186813187,0.0,2.0,0.0013186813186813187,0.0
Mira Nair,141.0,300.0,73.0,Roger Lloyd Pack,805.0,['Drama'],Romola Garai,Vanity Fair ,1618,Lillete Dubey,English,USA,PG-13,23000000.0,539.0,118.0,16123851,17373,148.0,6.2,767,True,False,False,False,False,False,False,False,False,False,False,-6876149.0,328239523.0,21433226.0,6.0,0.058895684761735574,0.0028517497914407044,2.0,0.05290836411168362,0.0,4.0,0.052917513059307975,0.0009108218079194332
Luke Greenfield,84.0,42.0,182.0,Michael Papajohn,436.0,"['Comedy', 'Sci-Fi']",Louis Lombardi,The Animal ,1203,Colleen Haskell,English,USA,PG-13,22000000.0,241.0,75.0,55762229,47383,132.0,4.8,1000,False,True,False,False,False,False,False,False,False,False,True,33762229.0,328239523.0,21433226.0,6.0,0.06279306002297692,0.002539379064068098,2.0,0.05602233007267332,0.0,2.0,0.05602233007267332,0.0
Irwin Winkler,114.0,34.0,287.0,Jeremy Northam,649.0,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",Ken Howard,The Net ,1725,Ray McKinnon,English,USA,PG-13,22000000.0,327.0,53.0,50728000,48909,166.0,5.8,0,True,False,False,True,True,True,False,False,False,False,True,28728000.0,328239523.0,21433226.0,4.0,0.061204395604395605,0.0009108218079194332,6.0,0.06934556492680219,0.0036757670322285114,2.0,0.06119215717296102,0.0
Mike Bigelow,83.0,2.0,137.0,Eddie Griffin,591.0,['Comedy'],Carlos Ponce,Deuce Bigalow: European Gigolo ,1729,Charles Keating,English,USA,R,22000000.0,489.0,98.0,22264487,41239,166.0,4.6,887,False,True,False,False,False,False,False,False,False,False,False,264487.0,328239523.0,21433226.0,6.0,0.08444315066831624,0.005556969453836645,10.0,0.08721059504758565,0.009875218546270784,2.0,0.0774151221912416,0.0
Ken Scott,105.0,31.0,110.0,Bobby Moynihan,390.0,"['Comedy', 'Drama']",Jack Reynor,Delivery Man ,1006,Matthew Daddario,English,USA,PG-13,26000000.0,311.0,168.0,30659817,59805,95.0,6.4,0,True,True,False,False,False,False,False,False,False,False,False,4659817.0,328239523.0,21433226.0,2.0,0.0011721611721611722,0.0,2.0,0.0011721611721611722,0.0,4.0,0.0017582417582417582,1.546386770661177e-06
Dennis Dugan,96.0,221.0,110.0,Neil Diamond,240.0,"['Comedy', 'Crime', 'Romance']",Amanda Detmer,Saving Silverman ,664,Kyle Gass,English,USA,PG-13,22000000.0,226.0,97.0,19351569,33287,201.0,5.9,739,False,True,True,False,True,False,False,False,False,False,False,-2648431.0,328239523.0,21433226.0,4.0,0.0017582417582417582,1.546386770661177e-06,2.0,0.0011721611721611722,0.0,2.0,0.0011721611721611722,0.0
David Bowers,94.0,42.0,517.0,Rachael Harris,975.0,"['Comedy', 'Family']",Zachary Gordon,Diary of a Wimpy Kid: Dog Days ,3153,Karan Brar,English,USA,PG,22000000.0,569.0,88.0,49002815,15665,35.0,6.4,0,False,True,False,False,False,False,False,False,True,False,False,27002815.0,328239523.0,21433226.0,7.0,0.06660615475502842,0.003179177902133047,3.0,0.059043406911437016,1.9329834633264712e-07,2.0,0.0590377115890765,0.0
Daniel Sackheim,106.0,12.0,595.0,Bruce Dern,962.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",Chris Noth,The Glass House ,4239,Trevor Morgan,English,USA,PG-13,30000000.0,844.0,95.0,17951431,25462,200.0,5.8,804,True,False,False,True,True,False,False,False,False,False,True,-12048569.0,328239523.0,21433226.0,6.0,0.084583189060801,0.009308004778792523,2.0,0.07321975787103195,0.0,6.0,0.0742321353600917,0.007776976440376351
Uli Edel,95.0,34.0,368.0,Jim Carter,554.0,"['Adventure', 'Comedy', 'Family', 'Fantasy']",Richard E. Grant,The Little Vampire ,2216,Alice Krige,English,Germany,PG,22000000.0,439.0,38.0,13555988,7242,38.0,5.7,0,False,True,False,False,False,False,True,False,True,True,False,-8444012.0,83132799.0,3861123.0,4.0,0.06256838642853774,0.002205850064167214,2.0,0.05968249205694355,0.0,4.0,0.0651457111276164,0.0025351249529248264
Fred Dekker,104.0,87.0,691.0,Rip Torn,1000.0,"['Action', 'Crime', 'Sci-Fi', 'Thriller']",CCH Pounder,RoboCop 3 ,3148,Mako,English,USA,PG-13,23500000.0,826.0,75.0,10696210,35018,180.0,3.9,716,False,False,False,True,True,True,False,False,False,False,True,-12803790.0,328239523.0,21433226.0,4.0,0.07922899107365126,0.009130130054888651,4.0,0.0709945430975474,0.0009108218079194332,8.0,0.07484945041506127,0.01491467730532358
Camille Delamarre,96.0,11.0,150.0,Noémie Lenoir,805.0,"['Action', 'Crime', 'Thriller']",Ed Skrein,The Transporter Refueled ,1411,Radivoje Bukvic,English,France,PG-13,25000000.0,173.0,148.0,16027866,26767,121.0,5.1,0,False,False,False,True,True,True,False,False,False,False,False,-8972134.0,67059887.0,2715518.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
Callie Khouri,104.0,144.0,290.0,Ted Danson,939.0,"['Comedy', 'Crime', 'Thriller']",Stephen Root,Mad Money ,2453,Roger Cross,English,USA,PG-13,22000000.0,875.0,98.0,20668843,16831,54.0,5.8,687,False,True,False,True,True,False,False,False,False,False,False,-1331157.0,328239523.0,21433226.0,10.0,0.08129153354282855,0.008996707985609096,4.0,0.07392728059475252,0.0005902326293312922,2.0,0.07156734752618757,0.0
Laurent Tirard,120.0,2.0,80.0,Ludivine Sagnier,809.0,"['Comedy', 'History']",Romain Duris,Molière ,1651,Fabrice Luchini,French,France,PG-13,16000000.0,521.0,78.0,634277,5166,27.0,7.3,815,False,True,False,False,False,False,False,False,False,False,True,-15365723.0,67059887.0,2715518.0,4.0,0.0017582417582417582,1.546386770661177e-06,2.0,0.0011721611721611722,0.0,2.0,0.0011721611721611722,0.0
Peter Segal,101.0,88.0,812.0,Bradley Whitford,957.0,"['Adventure', 'Comedy']",Wilford Brimley,My Fellow Americans ,4629,Sela Ward,English,USA,PG-13,21500000.0,821.0,27.0,22294341,12278,71.0,6.5,758,False,True,False,False,False,False,True,False,False,False,False,794341.0,328239523.0,21433226.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
Stuart Gillard,96.0,8.0,199.0,John Aylward,533.0,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",Paige Turco,Teenage Mutant Ninja Turtles III ,1254,Matt Hill,English,USA,PG,17000000.0,219.0,60.0,42660000,25086,87.0,4.8,1000,False,True,False,False,False,True,True,False,True,True,True,25660000.0,328239523.0,21433226.0,4.0,0.0599279306808926,0.0009593362598668638,4.0,0.0569767227745258,0.0005698262849818419,2.0,0.05474943698398391,0.0
Katt Shea,104.0,52.0,484.0,Rachel Blanchard,711.0,"['Horror', 'Sci-Fi', 'Thriller']",Jason London,The Rage: Carrie 2 ,3162,Eddie Kaye Thomas,English,USA,R,21000000.0,490.0,85.0,17757087,13065,253.0,4.6,897,False,False,False,True,False,False,False,True,False,False,True,-3242913.0,328239523.0,21433226.0,6.0,0.07450322045574632,0.0018200972290682053,2.0,0.06515958224677483,0.0,2.0,0.06515958224677483,0.0
Joshua Michael Stern,120.0,0.0,886.0,Judge Reinhold,1000.0,"['Comedy', 'Drama']",Madeline Carroll,Swing Vote ,6212,Nathan Lane,English,USA,PG-13,21000000.0,901.0,131.0,16284360,15079,79.0,6.1,1000,True,True,False,False,False,False,False,False,False,False,False,-4715640.0,328239523.0,21433226.0,4.0,0.08235252368729226,0.0089961170323025,2.0,0.07214096605892929,0.0,8.0,0.07441263903269983,0.012049139689169864
John Duigan,102.0,18.0,186.0,Jill Hennessy,670.0,"['Comedy', 'Drama', 'Romance']",Elaine Hendrix,Molly ,1562,Sarah Wynter,English,USA,PG-13,21000000.0,419.0,16.0,15593,2295,40.0,5.8,284,True,True,True,False,False,False,False,False,False,False,False,-20984407.0,328239523.0,21433226.0,4.0,0.05700856520528652,0.0009108218079194332,2.0,0.051371827769343306,0.0,2.0,0.051371827769343306,0.0
Colin Higgins,114.0,19.0,842.0,Barry Corbin,1000.0,"['Comedy', 'Musical']",Dolly Parton,The Best Little Whorehouse in Texas ,3688,Dom DeLuise,English,USA,R,35000000.0,883.0,11.0,69700000,7748,48.0,5.8,0,False,True,False,False,False,False,False,False,False,False,True,34700000.0,328239523.0,21433226.0,2.0,0.0723627283097607,0.0,6.0,0.08407197198405991,0.0022179585491793256,2.0,0.0723627283097607,0.0
Keenen Ivory Wayans,109.0,322.0,861.0,Jaime King,1000.0,"['Comedy', 'Crime']",Busy Philipps,White Chicks ,6313,Brittany Daniel,English,USA,PG-13,37000000.0,960.0,62.0,69148997,98794,251.0,5.4,0,False,True,False,False,True,False,False,False,False,False,False,32148997.0,328239523.0,21433226.0,2.0,0.05837329099131675,0.0,6.0,0.06567699925356327,0.008107705838576552,6.0,0.058440175312131776,0.005430910338562053
Tyler Perry,114.0,0.0,582.0,Tom Arnold,982.0,"['Comedy', 'Crime', 'Drama']",John Amos,Madea's Witness Protection ,2753,Romeo Miller,English,USA,PG-13,20000000.0,618.0,31.0,65623128,7354,50.0,4.8,0,True,True,False,False,True,False,False,False,False,False,False,45623128.0,328239523.0,21433226.0,4.0,0.06538232625189147,0.0009108218079194332,2.0,0.05807419641749275,0.0,2.0,0.05807419641749275,0.0
Robin Budd,72.0,2.0,434.0,Rob Paulsen,1000.0,"['Adventure', 'Animation', 'Family', 'Fantasy']",Roger Rees,Return to Never Land ,3402,Spencer Breslin,English,USA,G,20000000.0,677.0,80.0,48423368,13324,79.0,5.8,302,False,False,False,False,False,False,True,False,True,True,True,28423368.0,328239523.0,21433226.0,2.0,0.07210696937369887,0.0,6.0,0.07302755709867033,0.007681313339813142,4.0,0.0827869546928116,0.00809975271339764
Stephen Kay,89.0,19.0,349.0,Skye McCole Bartusiak,526.0,"['Drama', 'Horror', 'Mystery', 'Thriller']",Barry Watson,Boogeyman ,1383,Charles Mesure,English,USA,PG-13,20000000.0,392.0,140.0,46363118,25960,389.0,4.1,1000,True,False,False,True,False,False,False,True,False,False,True,26363118.0,328239523.0,21433226.0,4.0,0.07301013432469952,0.0009108218079194332,2.0,0.06401463822235709,0.0,2.0,0.06401463822235709,0.0
Mennan Yapo,96.0,9.0,107.0,Amber Valletta,826.0,"['Drama', 'Mystery', 'Thriller']",Nia Long,Premonition ,1825,Marc Macaulay,English,USA,PG-13,20000000.0,626.0,184.0,47852604,62364,337.0,5.9,0,True,False,False,True,False,False,False,False,False,False,True,27852604.0,328239523.0,21433226.0,15.0,0.09814688198267416,0.03868394417730122,10.0,0.09505264110016402,0.03158776811510942,2.0,0.08731012211754009,0.0
Jun Falkenstein,77.0,25.0,16.0,John Fiedler,304.0,"['Animation', 'Comedy', 'Drama', 'Family', 'Musical']",Kath Soucie,The Tigger Movie ,575,Ken Sansom,English,USA,G,30000000.0,253.0,89.0,45542421,13319,53.0,6.3,347,True,True,False,False,False,False,False,False,True,False,True,15542421.0,328239523.0,21433226.0,3.0,0.0015698587127158557,5.798950389979413e-07,3.0,0.0015698587127158557,5.798950389979413e-07,2.0,0.001098901098901099,0.0
Neil LaBute,110.0,119.0,332.0,Justin Chambers,1000.0,"['Crime', 'Drama', 'Thriller']",Jay Hernandez,Lakeview Terrace ,2382,Robert Pine,English,USA,PG-13,22000000.0,931.0,165.0,39263506,40469,135.0,6.1,0,True,False,False,True,True,False,False,False,False,False,False,17263506.0,328239523.0,21433226.0,6.0,0.06856098981112985,0.006214742765961994,4.0,0.063708124913496,0.0037096112318067104,2.0,0.06156145202614727,0.0
Gregory Nava,127.0,16.0,399.0,Constance Marie,565.0,"['Biography', 'Drama', 'Music']",Jon Seda,Selena ,1735,Jacob Vargas,English,USA,PG,20000000.0,441.0,37.0,35422828,19126,155.0,6.7,0,True,False,False,False,False,False,False,False,False,False,True,15422828.0,328239523.0,21433226.0,4.0,0.07626715963164563,0.003233629137627515,2.0,0.0684766117748888,0.0,10.0,0.07247412149721208,0.0055632273778929145
