num_critic_for_reviews,gross,movie_title,num_voted_users,num_user_for_reviews,imdb_score,movie_facebook_likes
7,1098224,"The Book of Mormon Movie, Volume 1: The Journey ",397,30,3.3,32
36,1686429,Steel ,8687,62,2.8,0
77,4505922,Swingers ,63951,252,7.4,0
57,793352,Darling Companion ,2551,25,5.1,0
61,11806119,Bloodsport ,57578,210,6.8,0
19,2848578,Letters to God ,3942,65,6.3,0
98,39177215,Enough ,30667,234,5.6,0
160,1186957,Me and Orson Welles ,9264,69,6.8,0
160,14637490,My Soul to Take ,16411,136,4.8,0
168,1900725,The Proposition ,43205,232,7.4,0
57,35231365,The Flintstones in Viva Rock Vegas ,15517,85,3.6,500
162,34566746,Thirteen Days ,45231,315,7.3,0
28,4756,The Adventurer: The Curse of the Midas Box ,4191,32,5.4,0
62,24708699,Lottery Ticket ,7991,30,4.9,0
24,11144518,Barney's Great Adventure ,2724,53,2.8,436
57,32051917,Copycat ,42315,140,6.6,0
213,1260917,Micmacs ,24657,71,7.2,0
36,42610000,Beverly Hills Cop III ,60293,114,5.5,669
65,30084,Happy Christmas ,5507,23,5.6,812
63,45645204,Black Rain ,39306,119,6.6,0
50,2892582,Waiting for Guffman ,22697,202,7.6,0
39,5871603,Light It Up ,3116,39,6,251
222,28563179,We Own the Night ,72693,199,6.9,0
126,7764027,Bad Words ,38459,119,6.7,0
121,8786715,Saved! ,40274,324,6.9,0
47,11508423,The Longshots ,3174,19,5.1,376
39,2557668,Captive ,3911,22,5.3,0
52,8070311,Sleepover ,12706,75,5.3,0
24,52528330,A Madea Christmas ,4265,27,4.7,0
105,18306166,The Four Feathers ,28130,215,6.5,0
139,5348317,Danny Collins ,20810,100,7.1,0
68,841206,Higher Ground ,2603,34,6.3,952
43,4328294,Keeping Up with the Steins ,2719,41,5.4,249
134,82300000,Star Trek: The Motion Picture ,63330,405,6.4,0
155,6517198,Maria Full of Grace ,30474,172,7.5,0
65,2955039,Gracie ,3624,27,6.2,313
53,14873,Major Dundee ,5294,67,6.8,251
62,32333860,Rumble in the Bronx ,29843,81,6.7,0
90,188870,Easy Money ,13443,25,6.7,0
66,14114488,Poltergeist III ,13190,114,4.5,616
34,1889522,The Mighty Macs ,1119,12,6.5,797
28,64148,Aberdeen ,2601,35,7.3,260
88,18882880,Georgia Rule ,20539,125,5.9,681
110,76400000,Star Trek III: The Search for Spock ,58743,192,6.6,0
11,8508843,Troop Beverly Hills ,7470,35,5.5,0
43,36733909,Alive ,38949,112,7.1,0
58,52543632,No Good Deed ,12676,84,5.6,0
85,40219708,Hardball ,22649,131,6.3,0
53,38168022,The Original Kings of Comedy ,4687,83,6.6,290
231,2283276,Waltz with Bashir ,46107,156,8,0
61,32885565,Daylight ,53132,101,5.8,0
8,18195,The Sticky Fingers of Time ,336,7,6.3,67
56,12065985,Holy Man ,16260,88,4.9,296
109,4040588,Bottle Shock ,12233,89,6.8,0
66,39177541,The Adventures of Sharkboy and Lavagirl 3-D ,20310,177,3.5,0
61,10397365,Head Over Heels ,11693,104,5.4,613
196,53789313,Paycheck ,89816,347,6.3,0
37,13903262,Out Cold ,14656,90,6.3,0
42,14100000,Diner ,14995,87,7.2,0
199,11538204,The Conspirator ,23696,135,7,0
167,11956207,Sorority Row ,24012,126,5.1,0
31,623374,Texas Rangers ,4757,67,5.2,474
101,20950820,Looney Tunes: Back in Action ,24183,160,5.7,665
15,800000,The Barbarians ,2308,35,4.8,550
163,171320,Polisse ,10796,33,7.3,0
92,768045,Bloody Sunday ,19732,120,7.7,0
133,14373825,Awake ,63216,196,6.5,0
167,35143332,Jeepers Creepers II ,45102,316,5.6,0
94,1754319,A Better Life ,13174,81,7.2,0
156,418268,Bachelorette ,37156,129,5.3,0
83,40158000,The Piano ,63931,241,7.6,0
97,11614236,The Muse ,9294,140,5.6,251
91,25078937,Midnight in the Garden of Good and Evil ,31751,216,6.6,0
81,447750,Brother ,18520,133,7.2,0
77,9402410,Fun Size ,11233,32,5.4,0
98,55210049,Star Trek V: The Final Frontier ,43743,293,5.4,0
131,531009,By the Sea ,7976,61,5.3,0
43,695229,Trees Lounge ,11369,65,7.2,872
60,17300889,The Phantom ,27648,148,4.9,0
25,295468,Never Again ,709,34,6,139
6,3347439,The Work and the Glory ,833,33,6.9,31
47,5002310,Bubble Boy ,25541,181,5.6,0
109,1060591,Caramel ,9750,66,7.2,0
131,50041732,Stigmata ,54390,398,6.2,0
25,22189039,Nowhere to Run ,17074,55,5.5,466
112,48430,The Perfect Host ,20176,73,6.8,0
29,906666,Sholem Aleichem: Laughing in the Darkness ,154,5,6.8,287
37,49121934,This Christmas ,6528,32,6.1,0
68,17174870,Center Stage ,15817,210,6.7,0
147,37101011,The Guilt Trip ,30394,103,5.8,0
64,1141829,L.I.E. ,8509,109,7.2,420
95,42643187,Glory Road ,34910,145,7.2,0
137,11034436,Mrs Henderson Presents ,13505,180,7.1,0
122,9180275,You Can Count on Me ,22145,231,7.7,756
67,14567883,Soldier ,44248,373,6,0
56,2600000,Richard III ,11612,88,7.5,0
50,20300000,City Hall ,16741,60,6.2,309
82,6291602,What Planet Are You From? ,8070,91,5.6,255
154,58867694,Surf's Up ,54077,112,6.8,0
253,1330827,The Neon Demon ,9866,73,7,0
110,30199105,The Art of War ,25346,167,5.7,470
31,99147,Desert Blue ,1884,28,6.2,69
123,10965209,Antitrust ,25558,221,6.1,0
96,63319509,She's All That ,67115,389,5.8,0
173,55865715,White Noise ,41763,403,5.5,0
60,1420578,Northfork ,4894,122,6.4,298
49,36830057,My Favorite Martian ,10883,73,4.9,448
17,6879730,Woman Thou Art Loosed ,806,23,6.9,187
59,52293982,The Color of Money ,57831,115,7,0
91,65535067,Deuce Bigalow: Male Gigolo ,59380,202,5.7,0
47,104257,Human Traffic ,19194,160,7.1,0
78,1554566,Ararat ,8624,180,6.6,824
49,134904,Love Ranch ,2395,17,5.7,636
124,26896744,The Women ,16582,125,4.9,0
133,21784432,The Big Wedding ,37493,108,5.6,0
61,3058380,The Widow of Saint-Pierre ,4767,69,7.3,186
63,2954405,Isn't She Great ,1977,64,5.3,133
63,927107,Aimee & Jaguar ,5153,51,7.3,687
210,7443007,Taking Woodstock ,24663,71,6.7,0
141,1197786,District B13 ,55928,157,7.2,0
103,52691009,Diary of a Wimpy Kid: Rodrick Rules ,18727,45,6.6,0
159,8025872,The Texas Chainsaw Massacre 2 ,19234,258,5.5,0
156,27669413,Saw VI ,76207,194,6,0
146,43818159,Prom Night ,27664,260,3.9,1000
151,13987482,What's Your Number? ,58957,91,6,0
122,37617947,The Nativity Story ,8143,203,6.8,0
9,531806,Standing Ovation ,548,6,3.4,277
51,265107,Psycho Beach Party ,4617,93,6.3,614
157,45489752,In Good Company ,48973,214,6.5,736
119,12212417,Confidence ,30643,144,6.7,622
136,405614,Sound of My Voice ,15775,69,6.7,0
138,30000000,A Nightmare on Elm Street 2: Freddy's Revenge ,43485,327,5.4,0
132,6754898,Running with Scissors ,20000,188,6.2,0
58,39659,Dracula: Pages from a Virgin's Diary ,1555,32,7,131
66,11835,Of Horses and Men ,1920,7,6.9,1000
93,10956379,Dragon Wars: D-War ,21506,364,3.6,0
111,26345,The Sweeney ,16445,99,6.1,0
57,11632420,Knockaround Guys ,19768,135,6.1,566
169,3753806,Vera Drake ,20307,165,7.7,0
33,4109095,Kama Sutra: A Tale of Love ,8239,92,6,0
67,81150692,Snow Dogs ,20219,100,5.1,0
132,6409206,The Rocker ,32311,104,6.2,0
104,24475416,Sling Blade ,72443,309,8,0
159,56536016,Lights Out ,13523,95,6.9,0
141,30012990,Elizabeth ,75973,409,7.5,0
81,154077,Lonesome Jim ,6884,53,6.6,238
231,4001121,I'm Not There. ,48346,230,7,0
201,25244700,Escape from New York ,91017,284,7.2,0
188,10214647,Kinsey ,42689,204,7.1,0
125,18761993,The Upside of Anger ,19007,219,6.9,549
186,54257433,The Shallows ,12983,139,6.8,0
94,1221261,Nine Queens ,38215,125,7.9,0
166,67128202,Race to Witch Mountain ,43328,110,5.7,0
166,9525276,Death Sentence ,60156,299,6.8,0
37,15062898,Dead Man on Campus ,11729,106,6,645
78,27087695,Joe Dirt ,41664,205,5.9,0
151,24375436,15 Minutes ,42547,265,6.1,748
100,7563670,Over Her Dead Body ,21268,53,5.2,518
81,1980338,Zero Effect ,12366,151,7,507
75,22734486,Dickie Roberts: Former Child Star ,11815,117,5.6,320
105,410388,Steamboy ,13727,79,6.9,973
129,64371181,Miracle ,36636,289,7.5,0
41,1089445,The Perfect Game ,2676,33,7,0
105,18967571,The Replacement Killers ,23345,167,6.1,629
76,37901509,Seven Years in Tibet ,96385,119,7,0
25,3827466,Yeh Jawaani Hai Deewani ,25122,102,6.9,0
65,2300000,42nd Street ,7921,97,7.7,439
71,10018,Alone with Her ,3228,31,6.1,244
46,10161099,Henry V ,23441,108,7.7,0
98,72601713,Barnyard ,21396,155,5.6,605
192,866778,My Blueberry Nights ,44208,117,6.7,0
177,10515579,Scoop ,66840,248,6.7,0
36,18653615,Anywhere But Here ,14786,103,6.1,638
56,52961,Aloft ,2103,11,5.3,675
2,10508,Naturally Native ,103,6,6.5,102
22,23031390,The Players Club ,4345,26,5.6,575
131,22751979,Titan A.E. ,52244,377,6.6,0
63,5108820,Gossip ,12519,112,5.9,853
29,18434,A Room for Romeo Brass ,4471,47,7.7,484
57,2185266,Bamboozled ,8720,186,6.5,1000
160,70327868,Shaft ,58416,301,5.9,0
48,53854588,Tin Cup ,37911,73,6.3,1000
131,79566871,Hannah Montana: The Movie ,31760,140,4.2,0
8,721,In Her Line of Fire ,783,12,4.1,42
74,4771000,Welcome to the Dollhouse ,26513,174,7.5,0
63,11631245,Zoom ,15015,113,4.2,494
130,14334645,Godsend ,22449,191,4.8,387
231,4398392,Black Book ,59507,232,7.8,0
75,32701088,Dreamer: Inspired by a True Story ,10018,108,6.9,0
118,16123851,Vanity Fair ,17373,148,6.2,767
64,57504069,Boyz n the Hood ,94139,183,7.8,0
63,6401336,My Own Private Idaho ,36996,153,7.1,0
94,9473382,The Red Violin ,26832,247,7.7,0
173,19067631,Waitress ,37714,204,7.1,0
59,6157157,UHF ,21416,198,7,0
91,1056102,Wonderland ,18792,153,6.6,1000
164,26049082,That Awkward Moment ,76791,100,6.1,0
182,4244155,"Jeff, Who Lives at Home ",56005,112,6.5,0
43,51109400,Naked Gun 33 1/3: The Final Insult ,76850,85,6.4,1000
118,57887882,Shall We Dance ,35508,211,6.1,0
64,146402,Mondays in the Sun ,9913,38,7.7,0
68,78656813,Teenage Mutant Ninja Turtles II: The Secret of the Ooze ,42765,93,6,0
79,19819494,Hard Rain ,26893,126,5.8,815
91,15156200,The Corruptor ,15358,131,6,328
13,112521,Lisa Picard Is Famous ,455,16,5.7,25
140,4535117,In the Name of the King: A Dungeon Siege Tale ,38398,368,3.8,0
46,20998709,Flicka ,6095,76,6.2,1000
63,127437,1911 ,4670,27,6,0
200,977600,Meek's Cutoff ,8204,98,6.5,0
242,19100000,Friday the 13th Part 2 ,39690,394,6.1,0
116,36833473,Kiss of the Dragon ,53126,254,6.6,0
117,34667015,Licence to Kill ,74009,317,6.6,0
66,42672630,The Lizzie McGuire Movie ,27580,172,5.3,0
94,58156435,Without a Paddle ,37479,152,5.9,0
168,5998971,"Run, Fatboy, Run ",58509,143,6.6,0
195,28687835,Untraceable ,40964,245,6.2,0
120,43792641,License to Wed ,32157,119,5.3,913
86,61356221,Stomp the Yard ,19505,162,5.2,0
12,169379,"Cinco de Mayo, La Batalla ",683,3,6.2,874
53,9609,Down Terrace ,2646,22,6.5,535
137,1089365,What Just Happened ,23767,111,5.7,845
61,1028337,The Business of Strangers ,3413,78,6.4,29
131,59068786,Behind Enemy Lines ,86902,411,6.4,0
78,17010646,Son of the Mask ,40751,239,2.2,881
96,25528495,Captain Corelli's Mandolin ,28099,220,5.9,0
63,21800302,Mr 3000 ,12164,63,5.5,491
142,83892374,The X Files ,85720,297,7,0
68,117190,Wild Target ,29994,86,6.9,0
40,30102717,Double Impact ,28736,72,5.5,0
103,28927720,The Watcher ,22220,181,5.3,463
110,19170001,Friday the 13th Part VII: The New Blood ,21359,270,5.3,0
76,5881504,Against the Ropes ,5917,50,5.3,177
35,4394936,Simply Irresistible ,11439,190,5.3,901
69,47811275,Big Fat Liar ,29008,99,5.4,896
34,9910,As It Is in Heaven ,13543,94,7.6,0
42,1075288,Blood and Wine ,7772,55,6.1,145
26,2000000,Can't Stop the Music ,2998,74,4.5,1000
53,447093,Dekalog             ,12590,37,9.1,0
14,609042,The Basket ,449,38,6.5,117
156,74158157,Jack and Jill ,60370,264,3.4,0
95,18811135,Akeelah and the Bee ,15337,172,7.5,0
90,1276984,Cecil B. DeMented ,11403,150,6.2,795
88,255352,Old Joy ,4423,57,6.7,594
90,17848322,Laws of Attraction ,18771,102,5.9,702
174,58183966,Ali ,79186,386,6.8,0
122,33000377,Dracula 2000 ,27378,365,4.9,0
114,11694528,Dave Chappelle's Block Party ,7721,72,7.2,635
170,43337279,Year One ,76770,203,4.9,0
66,87100000,Out of Africa ,52339,200,7.2,0
40,95016,Summer Storm ,11074,56,7.4,442
62,50382128,Diary of a Mad Black Woman ,10472,202,5.6,0
178,10539414,Jonah Hex ,45729,176,4.7,0
115,365734,The Brown Bunny ,11487,226,5,952
136,28045540,Zathura: A Space Adventure ,67707,202,6.1,0
70,14018364,New York Minute ,17722,111,4.8,849
120,43894863,Must Love Dogs ,25883,262,5.9,0
21,8000000,Annie Get Your Gun ,3167,90,7,456
41,562059,Poolhall Junkies ,8535,113,7,872
145,17473245,Red Planet ,47612,348,5.7,995
54,21160089,ATL ,8522,92,6,874
81,60573641,Jingle All the Way ,68406,162,5.4,0
232,6777589,In the Valley of Elah ,60115,224,7.2,0
41,55184721,Why Did I Get Married? ,9811,100,5.6,1000
51,192467,The Puffy Chair ,4067,71,6.6,297
44,41382841,Peggy Sue Got Married ,27149,96,6.3,0
193,39692139,The Ladykillers ,84131,400,6.2,0
52,2483955,The Lost City ,8369,165,6.7,957
180,6003587,American Splendor ,41999,226,7.5,0
214,12626905,Triple 9 ,32567,106,6.3,0
122,45857453,The Full Monty ,82232,174,7.2,0
213,23527955,The Losers ,74691,165,6.4,0
79,578527,"War, Inc. ",20008,112,5.7,883
132,16938179,Boiler Room ,41313,246,7,0
146,32853640,Drillbit Taylor ,50199,101,5.7,702
140,24848292,Never Back Down ,80556,184,6.6,0
59,35927406,Mortal Kombat: Annihilation ,36363,256,3.7,1000
107,15988876,Armored ,26236,110,5.7,0
168,8579684,Death at a Funeral ,89547,199,7.4,0
100,173066,My Name Is Bruce ,21379,88,6.3,0
246,229094,Slow West ,27650,88,6.9,0
49,8080116,Hoot ,6562,66,5.6,647
123,548934,Ondine ,16863,57,6.8,0
9,123777,The Masked Saint ,342,15,4.7,0
81,11043445,In the Land of Women ,27689,74,6.5,1000
59,28501605,Child's Play 2 ,31371,166,5.7,0
77,28424210,Garfield 2 ,27517,74,5,470
8,5494,Sparkler ,377,13,5.6,17
25,141853,Critical Care ,1427,12,6,88
89,55500000,Never Say Never Again ,48636,214,6.2,0
38,39880476,The Wild Thornberrys Movie ,12218,33,5.2,187
95,20733485,The Apostle ,11622,157,7.2,1000
44,31600000,Rob Roy ,34427,126,6.9,0
37,78030,Middle of Nowhere ,1034,10,6.5,569
114,41543207,High Crimes ,30077,175,6.3,893
191,12570442,The Matador ,40514,234,6.8,808
43,85222,My Date with Drew ,4285,84,6.6,456
29,177840,Sugar Town ,708,22,6.1,93
104,25407250,Escape from L.A. ,54021,227,5.7,0
106,64267897,Jackass: The Movie ,67992,327,6.6,0
5,11784000,3 Ninjas Kick Back ,6701,26,4.3,444
75,712294,The Ballad of Jack and Rose ,9408,68,6.7,608
42,82528097,Mr. Holland's Opus ,30230,154,7.3,0
112,21835784,A Lot Like Love ,58297,161,6.6,0
49,61490000,Flatliners ,62037,148,6.6,0
64,67823573,Outbreak ,91176,130,6.6,0
44,464126,Blue Car ,3142,68,6.7,115
69,17314483,A Haunted House 2 ,14621,48,4.7,0
81,10544143,Three to Tango ,16372,121,6.1,311
28,1646664,Marci X ,4518,66,2.8,241
69,9714482,Everyone Says I Love You ,30083,140,6.8,0
55,20966644,A Room with a View ,29610,94,7.4,0
148,16027866,The Transporter Refueled ,26767,121,5.1,0
12,27515786,Poetic Justice ,8904,31,5.9,0
26,100412,"Buen Día, Ramón ",2112,7,7.7,0
134,32598931,Proof of Life ,49300,265,6.2,892
71,4186931,Lovely & Amazing ,6041,85,6.9,169
66,42877165,The Devil's Own ,45602,114,6.1,979
161,1110286,Mother and Child ,9727,65,7.2,0
96,32645546,Because of Winn-Dixie ,8427,88,6.4,1000
29,8691,Falcon Rising ,4952,32,5.8,0
62,38553833,The Ghost and the Darkness ,46239,155,6.8,0
129,48237389,The House Bunny ,63969,126,5.5,0
28,464655,Dream with the Fishes ,1524,29,7,166
149,12987647,The Quiet American ,24019,199,7.1,983
61,11000000,Cutthroat Island ,21102,169,5.6,1000
101,9000000,Beyond the Valley of the Dolls ,7584,137,6.2,0
37,326308,Albino Alligator ,6632,69,6.1,225
139,77264926,Parental Guidance ,21176,107,6.1,0
148,20259297,Pulse ,24969,258,4.7,0
151,3885134,Me and You and Everyone We Know ,31130,243,7.4,0
96,75370763,The Horse Whisperer ,32353,263,6.5,0
32,34074895,The Best Man ,6525,79,6.7,0
69,1689999,Quinceañera ,3675,48,7.1,426
18,110720,The Woman Chaser ,524,22,7.3,73
184,42776259,Gulliver's Travels ,53160,121,4.9,0
36,17100000,Fled ,7073,29,5.3,204
71,25590119,Crocodile Dundee in Los Angeles ,19699,119,4.8,387
97,3447339,The To Do List ,29517,79,5.8,0
49,5217498,The In Crowd ,3668,85,4.6,157
54,713413,Character ,9171,68,7.8,689
50,101228,Winter Passing ,7228,53,6.4,414
83,54910560,The Jackal ,88225,227,6.3,0
88,110536,The Lost Skeleton of Cadavra ,4117,118,7,0
106,113155,Gentlemen Broncos ,9006,54,6.1,0
107,84303558,Open Season ,65270,100,6.2,863
91,45856732,The Rainmaker ,46221,141,7.1,0
67,11860839,Glee: The 3D Concert Movie ,5156,21,5.4,0
167,13569248,The Namesake ,16530,117,7.6,0
18,2843,Plush ,2895,24,5.4,604
88,49002815,Diary of a Wimpy Kid: Dog Days ,15665,35,6.4,0
27,8000000,The Greatest Story Ever Told ,6484,100,6.6,1000
102,1500000,Heaven's Gate ,9830,189,6.8,1000
36,62480,Creative Control ,1048,7,5.5,793
51,33357476,See Spot Run ,7392,53,5.4,393
31,47329,Interview with the Assassin ,1661,31,6.6,163
89,20339754,Reno 911!: Miami ,23928,73,5.9,441
133,4033268,Please Give ,9808,53,6.6,0
124,42071069,Fever Pitch ,36223,208,6.2,0
66,336456,The Singing Detective ,7116,79,5.6,494
107,16991902,Rock Star ,34592,191,6.2,0
14,24103594,The Adventures of Huck Finn ,6384,54,6.2,391
50,96793,D.E.B.S. ,12188,135,5.3,1000
98,22108977,The Medallion ,29861,132,5.2,505
98,48814909,Men of Honor ,89424,224,7.2,0
105,84300000,Pinocchio ,90360,147,7.5,0
64,61355436,The Saint ,52136,184,6.2,0
75,241816,George Washington ,6246,76,7.5,451
160,5701643,Mongol: The Rise of Genghis Khan ,37635,165,7.3,0
73,100675,Freakonomics ,5695,23,6.4,0
161,36279230,The Sentinel ,42144,213,6.1,690
31,64359,Among Giants ,811,26,5.9,108
1,610991,Fiza ,2715,19,6.2,92
38,15180000,Sweet Sweetback's Baadasssss Song ,3340,50,5.5,566
113,6144806,Beyond the Sea ,12821,248,6.7,0
69,214202,Trade ,14831,75,7.5,0
235,38105077,Ninja Assassin ,58349,194,6.4,0
160,59699513,Secretariat ,20827,136,7.2,0
184,6615578,The Last Station ,15352,82,7,0
51,1744858,The Broken Hearts Club: A Romantic Comedy ,6084,120,7,671
80,76081498,Conspiracy Theory ,76099,162,6.7,0
26,133778,The Other Dream Team ,3086,9,8.4,0
45,2800000,Love Stinks ,4377,85,5.8,309
24,6448817,Warriors of Virtue ,2189,31,4.6,0
10,669276,The Princess and the Cobbler ,2541,47,7.2,408
102,8396942,Sex Drive ,72715,103,6.5,0
98,75668868,Star Trek: Generations ,60504,249,6.6,0
16,40542,"First Love, Last Rites ",294,16,5.5,26
54,1186323,Saving Face ,7776,84,7.6,774
23,34151,Censored Voices ,186,3,7.2,111
49,3071947,Jawbreaker ,18711,183,5.4,0
106,22406362,The Alamo ,16832,267,6,701
74,53133888,Arachnophobia ,50389,136,6.3,0
69,274299,Amen. ,11077,55,7.3,0
31,143653,Desert Dancer ,1177,10,6,0
9,7518876,Dolphins and Whales 3D: Tribes of the Ocean ,172,5,6.5,28
71,64736114,Stuart Little 2 ,36471,69,5.4,459
80,19151864,My Best Friend's Girl ,36983,100,5.9,0
56,15549702,My Boss's Daughter ,24038,123,4.6,411
27,4720371,The Other Side of Heaven ,3203,85,6.5,650
162,65804,Deadfall ,32512,86,6.3,0
166,32600000,Friday the 13th: The Final Chapter ,29488,326,5.9,0
20,13220,Supercapitalist ,289,9,3.9,115
15,2832826,The Perez Family ,1761,19,6.2,174
85,4414535,Hamlet ,30618,224,7.8,0
81,112935,All or Nothing ,8161,94,7.6,484
107,1134049,In the Shadow of the Moon ,5475,44,8.1,0
142,48291624,Just Like Heaven ,82819,263,6.7,0
105,28133159,The Ant Bully ,30055,70,5.9,593
12,199228,Paa ,7295,49,7.2,504
103,20916309,Shorts ,5332,37,4.9,431
43,58571513,Sea of Love ,30213,112,6.8,0
14,4584,Newlyweds ,1338,14,6.4,413
41,511920,Delgo ,2458,26,4.4,211
104,13491653,The Tailor of Panama ,23728,213,6.1,813
140,14888028,The Cave ,28606,262,5.1,0
28,14003141,In Too Deep ,4598,29,6.1,375
61,48169908,Malcolm X ,63923,156,7.7,0
136,4681503,Igby Goes Down ,29058,238,7,838
40,4000000,American Ninja 2: The Confrontation ,6046,46,4.7,583
160,9176553,Get Low ,19147,97,7.1,0
120,20384136,Valentine ,20467,371,4.7,0
109,32616869,Driven ,34435,346,4.5,886
29,144583,Deterrence ,2256,79,6.5,130
193,3094687,Celeste & Jesse Forever ,24391,61,6.7,0
79,17593391,The Postman ,56403,376,6,0
51,4301331,Four Rooms ,78241,177,6.7,0
212,6857503,Cedar Rapids ,32697,85,6.3,0
56,50800000,A Bridge Too Far ,40277,210,7.4,0
131,44793200,A Nightmare on Elm Street 3: Dream Warriors ,49820,311,6.6,0
258,31146570,The Debt ,55441,165,6.9,0
232,12899702,Volver ,76681,228,7.6,0
138,19548064,Astro Boy ,25681,77,6.3,0
41,76501438,Rugrats in Paris: The Movie ,8146,49,6.1,181
35,26893,Mississippi Mermaid ,4391,26,7.2,278
62,14348123,Tea with Mussolini ,9323,157,6.9,970
69,36985501,Clockstoppers ,11212,94,5.2,874
27,10097096,The Wash ,5612,38,4.6,842
22,100503,The Good Guy ,7759,20,5.9,1000
56,1346503,Snow Flower and the Secret Fan ,3024,22,6.1,0
134,22452209,Fame ,14062,82,5,0
185,5283379,The Skeleton Twins ,31254,79,6.8,0
65,381186,The Quiet ,13485,90,6.4,698
142,51053787,Hoodwinked! ,45900,247,6.5,0
17,5899797,Cry Freedom ,9913,51,7.5,0
201,38543473,Sex Tape ,84382,158,5.1,0
71,7417210,Kids ,59041,408,7,0
96,12947763,April Fool's Day ,10624,125,6.2,0
91,2882062,Tadpole ,5178,101,6.3,132
1,3000000,Over the Hill to the Poorhouse ,5,1,4.8,0
6,55202,Roadside Romeo ,922,17,5.3,39
52,4884663,Invaders from Mars ,5187,64,5.5,902
86,28563926,Swimfan ,16300,217,5,720
241,32721635,The Last House on the Left ,67822,279,6.6,0
57,2643689,The Mighty ,10499,113,7.3,0
63,143000,Chain Letter ,4122,48,4.1,0
31,65623128,Madea's Witness Protection ,7354,50,4.8,0
150,32178777,The Love Guru ,43300,250,3.8,0
105,2408553,The Gatekeepers ,4547,33,7.6,0
42,35010192,Good Deeds ,6352,43,5.4,0
24,563699,Dum Maaro Dum ,3266,27,6.2,421
53,36500000,Escape from Alcatraz ,87090,142,7.6,0
177,73548,The Midnight Meat Train ,47574,209,6.1,0
46,4613815,Let's Go to Prison ,19622,58,6,931
110,18208078,The Last Castle ,57100,281,6.9,0
12,4700361,90 Minutes in Heaven ,2047,29,4.6,0
67,1027749,The Children of Huang Shi ,8087,33,7.1,1000
140,21973182,Joy Ride ,53415,339,6.6,0
131,16284360,Swing Vote ,15079,79,6.1,1000
67,52885587,Varsity Blues ,35312,267,6.4,0
24,2154540,Shadow Conspiracy ,3803,41,4.9,68
112,19076815,Hart's War ,43651,196,6.3,997
129,2207975,Shattered Glass ,28855,190,7.2,0
143,40203020,Bridget Jones: The Edge of Reason ,74315,259,5.9,0
101,190666,"A Woman, a Gun and a Noodle Shop ",2410,20,5.7,784
11,69700000,The Best Little Whorehouse in Texas ,7748,48,5.8,0
74,17149,5 Days of War ,12128,61,5.6,0
169,77413017,March of the Penguins ,45984,331,7.6,0
188,24004159,Around the World in 80 Days ,68720,191,5.8,0
149,6592103,Femme Fatale ,28584,232,6.3,675
81,40485039,Bill & Ted's Excellent Adventure ,85362,181,6.9,0
36,223878,"Remember Me, My Love ",3548,21,6.5,282
31,53146000,Eye for an Eye ,9845,77,6.1,613
60,80000000,Footloose ,51459,113,6.5,0
98,23393765,Endless Love ,31323,76,6.3,0
86,28876924,Nerve ,4303,35,7.1,0
147,2077046,The Wackness ,27266,75,7,0
29,155984,The Horse Boy ,586,9,7.4,0
160,626809,Red Cliff ,36894,105,7.4,0
11,34746109,A Thin Line Between Love and Hate ,3122,14,5.6,559
110,26525834,Bulworth ,21998,227,6.8,0
55,17378977,Roll Bounce ,5585,75,6,997
10,4651977,Radio Flyer ,10410,71,6.9,892
78,33771174,Where the Heart Is ,27044,240,6.8,0
42,121972,People I Know ,9868,81,5.5,217
134,68473360,Vertical Limit ,49536,379,5.9,0
110,26183197,A Man Apart ,38348,135,6.1,0
32,6126237,Chasing Papi ,3419,41,4.8,419
64,1281176,Tumbleweeds ,2932,73,6.7,121
46,33422806,Black Knight ,30771,164,4.8,0
75,12589108,Under the Same Moon ,5526,58,7.4,0
76,396035,Yes ,2725,48,6.9,305
127,35000629,Good Luck Chuck ,74622,150,5.6,0
161,55808744,Be Cool ,59435,323,5.7,0
181,5004648,I Am Love ,14031,114,7,0
135,40048332,Collateral Damage ,61417,339,5.5,941
92,231186,The Blue Room ,2082,16,6.3,389
59,21200000,To Die For ,34774,162,6.8,1000
43,86930411,The Naked Gun 2½: The Smell of Fear ,83269,87,6.8,0
31,7382993,Doogal ,3851,114,2.8,346
9,305070,Rapa Nui ,3843,25,6.4,399
185,48430355,The Dilemma ,43709,141,5.3,0
181,17266505,Eight Legged Freaks ,43764,291,5.4,0
61,2326407,Last Orders ,5016,99,7,305
100,34098563,Instinct ,27191,232,6.5,0
63,10297897,The Newton Boys ,8309,39,6,315
136,71844424,This Is It ,33158,223,7.3,0
39,51432423,Like Mike ,15074,72,5.1,1000
34,51045801,Up Close & Personal ,11370,54,6.1,829
84,25077977,Alpha and Omega ,10986,84,5.3,0
72,7292175,Outside Providence ,7736,100,6.4,0
109,18090181,New Nightmare ,38191,271,6.4,0
190,26415649,Street Kings ,94892,189,6.8,0
109,37766350,The Secret Life of Bees ,19440,56,7.3,0
37,35422828,Selena ,19126,155,6.7,0
124,40905277,Out of Time ,45895,157,6.5,1000
74,13350177,The Haunting of Molly Hartley ,7904,113,3.8,562
50,14891000,Flirting with Disaster ,15088,105,6.8,824
75,267194,Morvern Callar ,6906,111,6.7,605
98,183125,Stolen ,36914,86,5.5,0
120,43650000,West Side Story ,71919,316,7.6,0
5,100358,Neal 'N' Nikki ,1167,24,3.3,66
