movie_title,duration,genres,language,country,content_rating,budget,genre_Drama,genre_Comedy,genre_Romance,genre_Thriller,genre_Crime,genre_Action,genre_Adventure,genre_Horror,genre_Family,genre_Fantasy,genre_Other,director_name,actor_1_name,actor_2_name,actor_3_name,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,gross,imdb_score,movie_facebook_likes,num_critic_for_reviews,num_voted_users,num_user_for_reviews,gross_margin
White Chicks ,109.0,Comedy|Crime,English,USA,PG-13,37000000.0,False,True,False,False,True,False,False,False,False,False,False,Keenen Ivory Wayans,Busy Philipps,Jaime King,Brittany Daniel,322.0,1000.0,960.0,861.0,6313,69148997.0,5.4,0,62.0,98794,251.0,0.8688918108108108
Madea's Witness Protection ,114.0,Comedy|Crime|Drama,English,USA,PG-13,20000000.0,True,True,False,False,True,False,False,False,False,False,False,Tyler Perry,John Amos,Tom Arnold,Romeo Miller,0.0,982.0,618.0,582.0,2753,65623128.0,4.8,0,31.0,7354,50.0,2.2811564
Return to Never Land ,72.0,Adventure|Animation|Family|Fantasy,English,USA,G,20000000.0,False,False,False,False,False,False,True,False,True,True,True,Robin Budd,Roger Rees,Rob Paulsen,Spencer Breslin,2.0,1000.0,677.0,434.0,3402,48423368.0,5.8,302,80.0,13324,79.0,1.4211684
Boogeyman ,89.0,Drama|Horror|Mystery|Thriller,English,USA,PG-13,20000000.0,True,False,False,True,False,False,False,True,False,False,True,Stephen Kay,Barry Watson,Skye McCole Bartusiak,Charles Mesure,19.0,526.0,392.0,349.0,1383,46363118.0,4.1,1000,140.0,25960,389.0,1.3181559
Premonition ,96.0,Drama|Mystery|Thriller,English,USA,PG-13,20000000.0,True,False,False,True,False,False,False,False,False,False,True,Mennan Yapo,Nia Long,Amber Valletta,Marc Macaulay,9.0,826.0,626.0,107.0,1825,47852604.0,5.9,0,184.0,62364,337.0,1.3926302
The Tigger Movie ,77.0,Animation|Comedy|Drama|Family|Musical,English,USA,G,30000000.0,True,True,False,False,False,False,False,False,True,False,True,Jun Falkenstein,Kath Soucie,John Fiedler,Ken Sansom,25.0,304.0,253.0,16.0,575,45542421.0,6.3,347,89.0,13319,53.0,0.5180807
Lakeview Terrace ,110.0,Crime|Drama|Thriller,English,USA,PG-13,22000000.0,True,False,False,True,True,False,False,False,False,False,False,Neil LaBute,Jay Hernandez,Justin Chambers,Robert Pine,119.0,1000.0,931.0,332.0,2382,39263506.0,6.1,0,165.0,40469,135.0,0.7847048181818181
Selena ,127.0,Biography|Drama|Music,English,USA,PG,20000000.0,True,False,False,False,False,False,False,False,False,False,True,Gregory Nava,Jon Seda,Constance Marie,Jacob Vargas,16.0,565.0,441.0,399.0,1735,35422828.0,6.7,0,37.0,19126,155.0,0.7711414
The Debt ,113.0,Drama|Thriller,English,USA,R,20000000.0,True,False,False,True,False,False,False,False,False,False,False,John Madden,Tom Wilkinson,Jesper Christensen,Romi Aboulafia,108.0,1000.0,100.0,22.0,1136,31146570.0,6.9,0,258.0,55441,165.0,0.5573285
One Missed Call ,87.0,Horror|Mystery,English,Japan,PG-13,27000000.0,False,False,False,False,False,False,False,True,False,False,True,Eric Valette,Johnny Lewis,Jason Beghe,Margaret Cho,2.0,741.0,297.0,270.0,1834,26876529.0,3.9,0,141.0,26624,189.0,-0.004573
Eye for an Eye ,101.0,Crime|Drama|Thriller,English,USA,R,20000000.0,True,False,False,True,True,False,False,False,False,False,False,John Schlesinger,Joe Mantegna,Beverly D'Angelo,Philip Baker Hall,154.0,1000.0,816.0,497.0,3174,53146000.0,6.1,613,31.0,9845,77.0,1.6573
Nancy Drew ,99.0,Comedy|Crime|Family|Mystery|Romance|Thriller,English,USA,PG,20000000.0,False,True,True,True,True,False,False,False,True,False,True,Andrew Fleming,Kay Panabaker,Laura Harring,Tate Donovan,26.0,720.0,669.0,650.0,3327,25584685.0,5.9,590,93.0,15877,102.0,0.27923425
Stay Alive ,75.0,Horror|Thriller,English,USA,PG-13,9000000.0,False,False,False,True,False,False,False,True,False,False,False,William Brent Bell,Adam Goldberg,Frankie Muniz,Samaire Armstrong,19.0,1000.0,934.0,806.0,3590,23078294.0,5.1,0,112.0,25870,281.0,1.564254888888889
Alpha and Omega ,90.0,Adventure|Animation|Comedy|Family|Romance,English,USA,PG,20000000.0,False,True,True,False,False,False,True,False,True,False,True,Anthony Bell,Kevin Sussman,Larry Miller,Christine Lakin,0.0,681.0,611.0,518.0,2486,25077977.0,5.3,0,84.0,10986,84.0,0.25389885
Nerve ,96.0,Adventure|Crime|Mystery|Sci-Fi|Thriller,English,USA,PG-13,20000000.0,False,False,False,True,True,False,True,False,False,False,True,Henry Joost,Samira Wiley,Marc John Jefferies,Emily Meade,24.0,646.0,441.0,374.0,1780,28876924.0,7.1,0,86.0,4303,35.0,0.4438462
My Best Friend's Girl ,112.0,Comedy|Romance,English,USA,R,40000000.0,False,True,True,False,False,False,False,False,False,False,False,Howard Deutch,Dane Cook,Taran Killam,Riki Lindhome,41.0,1000.0,500.0,490.0,3301,19151864.0,5.9,0,80.0,36983,100.0,-0.5212034
Georgia Rule ,113.0,Comedy|Drama,English,USA,R,20000000.0,True,True,False,False,False,False,False,False,False,False,False,Garry Marshall,Hector Elizondo,Zachary Gordon,Jane Fonda,0.0,995.0,975.0,949.0,4039,18882880.0,5.9,681,88.0,20539,125.0,-0.055856
Under the Rainbow ,98.0,Comedy,English,USA,PG,20000000.0,False,True,False,False,False,False,False,False,False,False,False,Steve Rash,Mako,Adam Arkin,Billy Barty,15.0,691.0,374.0,281.0,1761,8500000.0,5.4,501,13.0,2061,34.0,-0.575
Simon Birch ,114.0,Comedy|Drama|Family,English,USA,PG,30000000.0,True,True,False,False,False,False,False,False,True,False,False,Mark Steven Johnson,Oliver Platt,Jan Hooks,Dana Ivey,160.0,1000.0,367.0,271.0,1816,18252684.0,6.9,0,60.0,18366,219.0,-0.3915772
School for Scoundrels ,108.0,Comedy,English,USA,PG-13,20000000.0,False,True,False,False,False,False,False,False,False,False,False,Todd Phillips,Jon Heder,Sarah Silverman,Jacinda Barrett,480.0,970.0,931.0,579.0,4374,17803796.0,5.9,484,110.0,26100,97.0,-0.1098102
Pooh's Heffalump Movie ,68.0,Animation|Family|Fantasy|Mystery,English,USA,G,20000000.0,False,False,False,False,False,False,False,False,True,True,True,Frank Nissen,Kath Soucie,Brenda Blethyn,John Fiedler,0.0,304.0,286.0,253.0,861,18081626.0,6.4,264,45.0,4180,32.0,-0.0959187
The Kite Runner ,128.0,Drama,Dari,USA,PG-13,20000000.0,True,False,False,False,False,False,False,False,False,False,False,Marc Forster,Mustafa Haidari,Shaun Toub,Khalid Abdalla,395.0,283.0,206.0,161.0,904,15797907.0,7.6,0,201.0,68119,230.0,-0.21010465
Paparazzi ,84.0,Action|Crime|Drama|Thriller,English,USA,PG-13,20000000.0,True,False,False,True,True,True,False,False,False,False,False,Paul Abascal,Cole Hauser,Tom Hollander,Kelly Carlson,2.0,787.0,555.0,472.0,2915,15712072.0,5.8,269,77.0,13210,138.0,-0.2143964
A Guy Thing ,101.0,Comedy|Romance,English,USA,PG-13,20000000.0,False,True,True,False,False,False,False,False,False,False,False,Chris Koch,Thomas Lennon,Lochlyn Munro,James Brolin,13.0,651.0,555.0,499.0,2698,15408822.0,5.6,401,81.0,14147,92.0,-0.2295589
Loser ,98.0,Comedy|Romance,English,USA,PG-13,20000000.0,False,True,True,False,False,False,False,False,False,False,False,Amy Heckerling,Andy Dick,Robert Miano,Zak Orth,143.0,302.0,216.0,153.0,1189,15464026.0,5.3,1000,81.0,23076,158.0,-0.2267987
Disaster Movie ,88.0,Comedy,English,USA,PG-13,25000000.0,False,True,False,False,False,False,False,False,False,False,False,Jason Friedberg,Carmen Electra,Tony Cox,Ike Barinholtz,82.0,869.0,624.0,329.0,2857,14174654.0,1.9,0,111.0,74945,359.0,-0.43301384
Envy ,99.0,Comedy,English,USA,PG-13,40000000.0,False,True,False,False,False,False,False,False,False,False,False,Barry Levinson,Amy Poehler,Ariel Gade,Sam Lerner,272.0,1000.0,87.0,62.0,1189,12181484.0,4.8,713,76.0,26390,176.0,-0.6954629
One Night with the King ,123.0,Biography|Drama|History,English,USA,PG,20000000.0,True,False,False,False,False,False,False,False,False,False,True,Michael O. Sajbel,James Callis,Tiffany Dupont,Nimrat Kaur,6.0,541.0,249.0,85.0,908,13391174.0,6.3,0,36.0,5796,177.0,-0.3304413
Undisputed ,94.0,Action|Crime|Drama|Sport,English,USA,R,20000000.0,True,False,False,False,True,True,False,False,False,False,True,Walter Hill,Fisher Stevens,Wes Studi,Jon Seda,394.0,922.0,855.0,565.0,2880,12398628.0,6.1,977,64.0,21542,88.0,-0.3800686
Ghost Town ,102.0,Comedy|Drama|Fantasy|Romance,English,USA,PG-13,20000000.0,True,True,True,False,False,False,False,False,False,True,False,David Koepp,Aasif Mandvi,Dequina Moore,Jordan Carlos,192.0,346.0,41.0,31.0,500,13214030.0,6.7,0,210.0,60516,147.0,-0.3392985
12 Rounds ,108.0,Action|Crime|Thriller,English,USA,PG-13,22000000.0,False,False,False,True,True,True,False,False,False,False,False,Renny Harlin,Taylor Cole,Ashley Scott,Nick Gomez,212.0,969.0,794.0,347.0,2799,12232937.0,5.6,0,113.0,22823,113.0,-0.4439574090909091
3 Ninjas Kick Back ,93.0,Action|Comedy|Family,English,USA,PG,20000000.0,False,True,False,False,False,True,False,False,True,False,False,Charles T. Kanganis,Victor Wong,Dustin Nguyen,Don Stark,18.0,400.0,220.0,181.0,1151,11784000.0,4.3,444,5.0,6701,26.0,-0.4108
Death Sentence ,111.0,Action|Crime|Thriller,English,USA,R,20000000.0,False,False,False,True,True,True,False,False,False,False,False,James Wan,Aisha Tyler,Kelly Preston,Edi Gathegi,0.0,856.0,742.0,725.0,3309,9525276.0,6.8,0,166.0,60156,299.0,-0.5237362
Superbabies: Baby Geniuses 2 ,88.0,Comedy|Family|Sci-Fi,English,Germany,PG,20000000.0,False,True,False,False,False,False,False,False,True,False,True,Bob Clark,Scott Baio,Vanessa Angel,Peter Wingfield,84.0,650.0,384.0,177.0,1343,9109322.0,1.9,0,32.0,25371,129.0,-0.5445339
The Man ,83.0,Action|Comedy|Crime,English,Germany,PG-13,33000000.0,False,True,False,False,True,True,False,False,False,False,False,Les Mayfield,Miguel Ferrer,Susie Essman,Gigi Rice,10.0,688.0,99.0,69.0,1019,8326035.0,5.5,676,72.0,21933,76.0,-0.7476959090909091
Code Name: The Cleaner ,91.0,Action|Comedy|Crime,English,USA,PG-13,20000000.0,False,True,False,False,True,True,False,False,False,False,False,Les Mayfield,Callum Rennie,Will Patton,Cedric the Entertainer,10.0,716.0,537.0,436.0,2700,8104069.0,4.5,233,53.0,9785,26.0,-0.59479655
Connie and Carla ,108.0,Comedy|Crime|Music,English,USA,PG-13,20000000.0,False,True,False,False,True,False,False,False,False,False,True,Michael Lembeck,Debbie Reynolds,Nia Vardalos,Dash Mihok,54.0,786.0,567.0,463.0,2730,8054280.0,6.3,924,76.0,6838,117.0,-0.597286
Doogal ,77.0,Adventure|Animation|Comedy|Family|Fantasy,English,USA,G,20000000.0,False,True,False,False,False,False,True,False,True,True,True,Dave Borthwick,Jimmy Fallon,Kylie Minogue,Jon Stewart,3.0,787.0,690.0,593.0,2185,7382993.0,2.8,346,31.0,3851,114.0,-0.63085035
Battle of the Year ,110.0,Drama|Music,English,USA,PG-13,20000000.0,True,False,False,False,False,False,False,False,False,False,True,Benson Lee,Chris Brown,Caity Lotz,Laz Alonso,9.0,997.0,941.0,826.0,3177,8888355.0,5.0,0,65.0,7894,25.0,-0.55558225
An American Carol ,83.0,Comedy|Fantasy,English,USA,PG-13,12000000.0,False,True,False,False,False,False,False,False,False,True,False,David Zucker,Chriss Anglin,Geoffrey Arend,Gary Coleman,119.0,885.0,816.0,633.0,2907,7001720.0,4.3,797,45.0,8560,205.0,-0.41652333333333336
Willard ,100.0,Drama|Horror|Sci-Fi|Thriller,English,Canada,PG-13,22000000.0,True,False,False,True,False,False,False,True,False,False,True,Glen Morgan,Laura Harring,Ty Olsson,Jackie Burroughs,17.0,669.0,429.0,86.0,1267,6852144.0,6.2,0,129.0,15169,213.0,-0.6885389090909091
Strange Wilderness ,87.0,Adventure|Comedy,English,USA,R,20000000.0,False,True,False,False,False,False,True,False,False,False,False,Fred Wolf,Kevin Alejandro,Ashley Scott,Jeff Garlin,29.0,1000.0,794.0,522.0,4218,6563357.0,5.3,847,58.0,18571,120.0,-0.67183215
Flash of Genius ,119.0,Biography|Drama,English,USA,PG-13,20000000.0,True,False,False,False,False,False,False,False,False,False,True,Marc Abraham,Dylan Authors,Bill Lake,Victoria Learn,18.0,20.0,18.0,9.0,64,4234040.0,7.0,0,99.0,14301,45.0,-0.788298
The Brothers Bloom ,114.0,Adventure|Comedy|Drama|Romance,English,USA,PG-13,20000000.0,True,True,True,False,False,False,True,False,False,False,False,Rian Johnson,Zachary Gordon,Maximilian Schell,Nora Zehetner,0.0,975.0,877.0,446.0,3014,3519627.0,6.9,0,182.0,41737,105.0,-0.82401865
Bon voyage ,114.0,Comedy|Drama|Mystery|Romance|Thriller|War,French,France,PG-13,20000000.0,True,True,True,True,False,False,False,False,False,False,True,Jean-Paul Rappeneau,Isabelle Adjani,Peter Coyote,Virginie Ledoyen,22.0,572.0,548.0,413.0,1776,2353728.0,6.9,235,69.0,4293,53.0,-0.8823136
Can't Stop the Music ,124.0,Biography|Comedy|Musical,English,USA,PG,20000000.0,False,True,False,False,False,False,False,False,False,False,True,Nancy Walker,Steve Guttenberg,Randy Jones,Caitlyn Jenner,42.0,801.0,174.0,161.0,1462,2000000.0,4.5,1000,26.0,2998,74.0,-0.9
The Proposition ,104.0,Crime|Drama|Western,English,Australia,R,2000000.0,True,False,False,False,True,False,False,False,False,False,True,John Hillcoat,Ray Winstone,Noah Taylor,Danny Huston,214.0,1000.0,509.0,430.0,2129,1900725.0,7.4,0,168.0,43205,232.0,-0.0496375
Marci X ,80.0,Comedy|Music,English,USA,R,20000000.0,False,True,False,False,False,False,False,False,False,False,True,Richard Benjamin,Damon Wayans,Jane Krakowski,Paula Garcés,121.0,836.0,624.0,587.0,2467,1646664.0,2.8,241,28.0,4518,66.0,-0.9176668
The Children of Huang Shi ,125.0,Drama|War,English,Australia,R,40000000.0,True,False,False,False,False,False,False,False,False,False,True,Roger Spottiswoode,Radha Mitchell,Guang Li,Matthew Walker,55.0,991.0,10.0,2.0,1003,1027749.0,7.1,1000,67.0,8087,33.0,-0.974306275
The Oogieloves in the Big Balloon Adventure ,88.0,Adventure|Family|Fantasy|Musical,English,USA,G,20000000.0,False,False,False,False,False,False,True,False,True,True,True,Matthew Diamond,Chazz Palminteri,Garrett Clayton,Toni Braxton,12.0,979.0,532.0,231.0,1978,1064277.0,6.7,831,28.0,14015,83.0,-0.94678615
Rapa Nui ,107.0,Action|Adventure|Drama|History|Romance,English,USA,R,20000000.0,True,False,True,False,False,True,True,False,False,False,True,Kevin Reynolds,Esai Morales,Jason Scott Lee,Sandrine Holt,58.0,699.0,533.0,324.0,1592,305070.0,6.4,399,9.0,3843,25.0,-0.9847465
A Cinderella Story ,95.0,Comedy|Family|Romance,English,USA,PG,20000000.0,False,True,True,False,False,False,False,False,True,False,False,Mark Rosman,Dan Byrd,Lin Shaye,Julie Gonzalo,15.0,1000.0,852.0,528.0,3092,51431160.0,5.9,0,69.0,62861,232.0,1.571558
The Switch ,101.0,Comedy|Drama|Romance,English,USA,PG-13,19000000.0,True,True,True,False,False,False,False,False,False,False,False,Josh Gordon,Caroline Dhavernas,Scott Elrod,Kelli Barrett,8.0,544.0,449.0,110.0,1292,27758465.0,6.1,0,181.0,77987,120.0,0.46097184210526315
Thomas and the Magic Railroad ,85.0,Adventure|Comedy|Drama|Family|Fantasy,English,UK,G,19000000.0,True,True,False,False,False,False,True,False,True,True,False,Britt Allcroft,Mara Wilson,Colm Feore,Peter Fonda,2.0,1000.0,539.0,402.0,2429,15911333.0,3.6,663,47.0,2855,119.0,-0.16256142105263158
Sex Drive ,129.0,Adventure|Comedy|Romance,English,USA,R,19000000.0,False,True,True,False,False,False,True,False,False,False,False,Sean Anders,Katrina Bowden,Michael Cudlitz,Alice Greczyn,51.0,948.0,822.0,630.0,4324,8396942.0,6.5,0,102.0,72715,103.0,-0.5580556842105263
The Nutcracker ,92.0,Family|Fantasy|Music,English,USA,G,19000000.0,False,False,False,False,False,False,False,False,True,True,True,Emile Ardolino,Darci Kistler,Kyra Nichols,Margaret Tracey,22.0,2.0,0.0,0.0,2,2119994.0,5.7,238,10.0,1153,15.0,-0.8884213684210527
Deuce Bigalow: Male Gigolo ,88.0,Comedy|Romance,English,USA,R,17000000.0,False,True,True,False,False,False,False,False,False,False,False,Mike Mitchell,Amy Poehler,Eddie Griffin,Bree Turner,31.0,1000.0,489.0,489.0,2604,65535067.0,5.7,0,91.0,59380,202.0,2.8550039411764705
Diary of a Wimpy Kid: Rodrick Rules ,99.0,Comedy|Family,English,USA,PG,21000000.0,False,True,False,False,False,False,False,False,True,False,False,David Bowers,Zachary Gordon,Rachael Harris,Fran Kranz,42.0,975.0,569.0,557.0,3567,52691009.0,6.6,0,103.0,18727,45.0,1.5090956666666666
Under the Tuscan Sun ,113.0,Comedy|Drama|Romance,English,USA,PG-13,18000000.0,True,True,True,False,False,False,False,False,False,False,False,Audrey Wells,Raoul Bova,Lindsay Duncan,Mario Monicelli,22.0,727.0,171.0,148.0,1310,43601508.0,6.7,0,111.0,35718,317.0,1.422306
Observe and Report ,86.0,Comedy|Crime|Drama,English,USA,R,18000000.0,True,True,False,False,True,False,False,False,False,False,False,Jody Hill,Collette Wolfe,Celia Weston,Dan Bakkedahl,62.0,390.0,258.0,59.0,727,23993605.0,5.8,0,190.0,52467,248.0,0.33297805555555554
Young Sherlock Holmes ,109.0,Adventure|Fantasy|Mystery|Thriller,English,USA,PG-13,18000000.0,False,False,False,True,False,False,True,False,False,True,True,Barry Levinson,Nicholas Rowe,Roger Ashton-Griffiths,Freddie Jones,272.0,155.0,144.0,124.0,605,4250320.0,6.8,0,64.0,14870,86.0,-0.7638711111111111
Fame ,123.0,Comedy|Drama|Musical|Romance,English,USA,PG,18000000.0,True,True,True,False,False,False,False,False,False,False,True,Kevin Tancharoen,Kelsey Grammer,Kay Panabaker,Megan Mullally,64.0,808.0,720.0,637.0,5734,22452209.0,5.0,0,134.0,14062,82.0,0.24734494444444444
Center Stage ,115.0,Drama|Music|Romance,English,USA,PG-13,18000000.0,True,False,True,False,False,False,False,False,False,False,True,Nicholas Hytner,Amanda Schull,Susan May Pratt,Ethan Stiefel,13.0,757.0,220.0,111.0,1201,17174870.0,6.7,0,68.0,15817,210.0,-0.04584055555555556
"I Love You, Beth Cooper ",102.0,Comedy|Romance,English,Canada,PG-13,18000000.0,False,True,True,False,False,False,False,False,False,False,False,Chris Columbus,Alan Ruck,Marie Avgeropoulos,Shawn Roberts,0.0,946.0,800.0,529.0,4072,14793904.0,5.3,0,107.0,28209,80.0,-0.17811644444444444
The Legend of the Lone Ranger ,98.0,Action|Adventure|Western,English,USA,PG,18000000.0,False,False,False,False,False,True,True,False,False,False,True,William A. Fraker,Jason Robards,Richard Farnsworth,Michael Horse,28.0,372.0,262.0,102.0,927,8000000.0,5.0,346,25.0,1400,41.0,-0.5555555555555556
The Ice Storm ,112.0,Drama,English,USA,R,18000000.0,True,False,False,False,False,False,False,False,False,False,False,Ang Lee,Joan Allen,Kate Burton,Henry Czerny,0.0,805.0,223.0,177.0,1466,7837632.0,7.5,0,124.0,46396,287.0,-0.564576
Troop Beverly Hills ,105.0,Adventure|Comedy,English,USA,PG,18000000.0,False,True,False,False,False,False,True,False,False,False,False,Jeff Kanew,Craig T. Nelson,Shelley Long,Kellie Martin,6.0,723.0,422.0,371.0,2368,8508843.0,5.5,0,11.0,7470,35.0,-0.5272865
Being Julia ,104.0,Comedy|Drama|Romance,English,Canada,R,18000000.0,True,True,True,False,False,False,False,False,False,False,False,István Szabó,Miriam Margolyes,Shaun Evans,Juliet Stevenson,109.0,405.0,204.0,202.0,847,7739049.0,7.1,562,93.0,10680,112.0,-0.5700528333333333
9½ Weeks ,112.0,Drama|Romance,English,USA,R,17000000.0,True,False,True,False,False,False,False,False,False,False,False,Adrian Lyne,David Margulies,Karen Young,Kim Chan,213.0,567.0,67.0,45.0,711,6734844.0,5.9,0,38.0,29591,118.0,-0.6038327058823529
The Last Station ,112.0,Biography|Drama|Romance,English,Germany,R,13000000.0,True,False,True,False,False,False,False,False,False,False,True,Michael Hoffman,David Masterson,Kerry Condon,Anne-Marie Duff,97.0,577.0,416.0,231.0,1341,6615578.0,7.0,0,184.0,15352,82.0,-0.4911093846153846
Mongol: The Rise of Genghis Khan ,126.0,Adventure|Biography|Drama|History|War,Mongolian,Russia,R,20000000.0,True,False,False,False,False,False,True,False,False,False,True,Sergey Bodrov,Tadanobu Asano,Khulan Chuluun,Honglei Sun,44.0,627.0,12.0,9.0,653,5701643.0,7.3,0,160.0,37635,165.0,-0.71491785
Hamlet ,150.0,Drama,English,UK,PG-13,18000000.0,True,False,False,False,False,False,False,False,False,False,False,Kenneth Branagh,Julie Christie,Brian Blessed,Richard Briers,0.0,597.0,591.0,401.0,1645,4414535.0,7.8,0,85.0,30618,224.0,-0.7547480555555556
The Wraith ,93.0,Action|Horror|Romance|Sci-Fi|Thriller,English,USA,R,2700000.0,False,False,True,True,False,True,False,True,False,False,True,Mike Marvin,Clint Howard,Randy Quaid,Nick Cassavetes,28.0,1000.0,695.0,415.0,2319,3500000.0,5.9,0,70.0,10082,100.0,0.2962962962962963
Renaissance ,105.0,Action|Animation|Sci-Fi|Thriller,English,France,R,14000000.0,False,False,False,True,False,True,False,False,False,False,True,Christian Volckman,Romola Garai,Catherine McCormack,Kevork Malikyan,2.0,805.0,306.0,69.0,1185,63260.0,6.7,0,112.0,14325,90.0,-0.9954814285714285
Black Nativity ,93.0,Drama|Family|Music|Musical,English,USA,PG,17500000.0,True,False,False,False,False,False,False,False,True,False,True,Kasi Lemmons,Jennifer Hudson,Mary J. Blige,Vondie Curtis-Hall,148.0,549.0,269.0,170.0,1373,7017178.0,4.4,0,40.0,1633,17.0,-0.5990184
City of Ghosts ,116.0,Crime|Drama|Thriller,English,USA,R,17500000.0,True,False,False,True,True,False,False,False,False,False,False,Matt Dillon,Kirk Fox,Shawn Andrews,Rob Campbell,0.0,109.0,67.0,50.0,245,325491.0,6.0,204,38.0,4387,67.0,-0.9814005142857143
Good Boy! ,87.0,Comedy|Drama|Family|Fantasy|Sci-Fi,English,USA,PG,17000000.0,True,True,False,False,False,False,False,False,True,True,True,John Hoffman,Liam Aiken,Molly Shannon,Kevin Nealon,9.0,818.0,636.0,503.0,2164,37566230.0,5.1,309,52.0,3407,48.0,1.2097782352941175
Dickie Roberts: Former Child Star ,98.0,Comedy,English,USA,PG-13,17000000.0,False,True,False,False,False,False,False,False,False,False,False,Sam Weisman,Kevin Grevioux,Jenna Boyd,Mary McCormack,39.0,593.0,517.0,428.0,2713,22734486.0,5.6,320,75.0,11815,117.0,0.33732270588235297
Summer Catch ,108.0,Comedy|Drama|Romance|Sport,English,USA,PG-13,34000000.0,True,True,True,False,False,False,False,False,False,False,True,Michael Tollin,Marc Blucas,Brian Dennehy,Bruce Davison,19.0,973.0,954.0,505.0,3344,19693891.0,4.9,476,50.0,12993,107.0,-0.4207679117647059
They ,89.0,Horror|Mystery|Thriller,English,USA,PG-13,17000000.0,False,False,False,True,False,False,False,True,False,False,True,Robert Harmon,Alexander Gould,Ethan Embry,Marc Blucas,11.0,1000.0,982.0,973.0,4060,12693621.0,4.8,814,81.0,10885,271.0,-0.2533164117647059
Larry the Cable Guy: Health Inspector ,89.0,Comedy|Romance,English,USA,PG-13,4000000.0,False,True,True,False,False,False,False,False,False,False,False,Trent Cooper,Thomas F. Wilson,Larry the Cable Guy,Megyn Price,0.0,690.0,400.0,323.0,2135,15655665.0,3.1,110,37.0,9104,112.0,2.91391625
The Adventures of Elmo in Grouchland ,73.0,Adventure|Comedy|Family|Fantasy|Musical,English,USA,G,17000000.0,False,True,False,False,False,False,True,False,True,True,True,Gary Halvorson,Vanessa Williams,Kevin Clash,Caroll Spinney,11.0,1000.0,436.0,142.0,2020,11634458.0,5.8,339,44.0,2045,37.0,-0.31562011764705883
My Life in Ruins ,98.0,Comedy|Romance,English,USA,PG-13,17000000.0,False,True,True,False,False,False,False,False,False,False,False,Donald Petrie,Nia Vardalos,Harland Williams,Rachel Dratch,80.0,567.0,503.0,399.0,2016,8662318.0,5.9,0,112.0,15033,75.0,-0.4904518823529412
Superman IV: The Quest for Peace ,134.0,Action|Adventure|Family|Sci-Fi,English,UK,PG,17000000.0,False,False,False,False,False,True,True,False,True,False,True,Sidney J. Furie,Jim Broadbent,Margot Kidder,William Hootkins,22.0,1000.0,593.0,488.0,3007,15681020.0,3.6,1000,94.0,33570,259.0,-0.07758705882352941
Shanghai Surprise ,97.0,Adventure|Crime|Drama|Romance,English,UK,PG-13,17000000.0,True,False,True,False,True,False,True,False,False,False,False,Jim Goddard,Victor Wong,Paul Freeman,Clyde Kusatsu,3.0,400.0,193.0,161.0,805,2315683.0,3.0,154,21.0,4081,28.0,-0.8637833529411765
Roar ,102.0,Adventure|Horror|Thriller,English,USA,PG,17000000.0,False,False,False,True,False,False,True,True,False,False,False,Noel Marshall,Tippi Hedren,Melanie Griffith,Zakes Mokae,4.0,634.0,537.0,60.0,1262,2000000.0,6.4,0,50.0,1275,27.0,-0.8823529411764706
Southland Tales ,160.0,Comedy|Mystery|Sci-Fi|Thriller,English,France,R,17000000.0,False,True,False,True,False,False,False,False,False,False,True,Richard Kelly,Janeane Garofalo,Curtis Armstrong,Chris Andrew Ciulla,219.0,1000.0,876.0,215.0,2340,273420.0,5.5,0,173.0,32671,238.0,-0.9839164705882353
The Apparition ,83.0,Horror|Thriller,English,USA,PG-13,17000000.0,False,False,False,True,False,False,False,True,False,False,False,Todd Lincoln,Julianna Guill,Rick Gomez,Tim Williams,57.0,465.0,152.0,62.0,730,4930798.0,4.1,0,145.0,16268,108.0,-0.7099530588235294
Sydney White ,108.0,Comedy|Romance,English,USA,PG-13,16500000.0,False,True,True,False,False,False,False,False,False,False,False,Joe Nussbaum,Danny Strong,Matt Long,Samm Levine,18.0,714.0,701.0,433.0,2785,11702090.0,6.3,0,72.0,37700,50.0,-0.29078242424242423
The Verdict ,129.0,Drama,English,USA,R,16000000.0,True,False,False,False,False,False,False,False,False,False,False,Sidney Lumet,Charlotte Rampling,James Mason,Jack Warden,0.0,844.0,617.0,359.0,2330,54000000.0,7.8,0,79.0,26310,154.0,2.375
The Young Messiah ,111.0,Drama,English,USA,PG-13,18500000.0,True,False,False,False,False,False,False,False,False,False,False,Cyrus Nowrasteh,Clive Russell,Vincent Walsh,Finn Ireland,19.0,241.0,118.0,107.0,824,6462576.0,5.4,0,24.0,1449,30.0,-0.6506715675675676
The Master of Disguise ,80.0,Comedy|Family,English,USA,PG,16000000.0,False,True,False,False,False,False,False,False,True,False,False,Perry Andelin Blake,Jennifer Esposito,Kenan Thompson,James Brolin,11.0,911.0,521.0,499.0,3058,40363530.0,3.3,1000,56.0,18254,307.0,1.522720625
See Spot Run ,94.0,Action|Comedy|Crime|Family,English,USA,PG,35000000.0,False,True,False,False,True,True,False,False,True,False,False,John Whitesell,Leslie Bibb,Angus T. Jones,Paul Sorvino,14.0,1000.0,1000.0,635.0,4194,33357476.0,5.4,393,51.0,7392,53.0,-0.046929257142857145
